-3.0098;-0.0425095
-3.00773;-0.0429279
-2.9511;-0.054375
-2.89305;-0.066266
-2.83574;-0.0781675
-2.77911;-0.0900942
-2.72984;-0.100616
-2.72312;-0.102053
-2.66775;-0.114052
-2.61299;-0.126093
-2.55888;-0.138173
-2.50546;-0.150279
-2.45493;-0.161911
-2.45264;-0.162437
-2.4004;-0.17465
-2.34873;-0.186921
-2.29766;-0.199247
-2.24723;-0.211612
-2.19739;-0.224034
-2.1829;-0.227701
-2.14809;-0.236519
-2.09934;-0.249066
-2.05114;-0.261672
-2.0035;-0.274333
-1.95645;-0.287037
-1.91369;-0.298767
-1.90992;-0.2998
-1.86392;-0.312614
-1.81841;-0.325481
-1.77341;-0.338397
-1.72898;-0.351336
-1.68506;-0.364306
-1.6472;-0.375641
-1.64163;-0.377308
-1.59867;-0.390336
-1.55617;-0.403384
-1.51418;-0.41643
-1.47271;-0.429461
-1.4317;-0.442485
-1.39113;-0.455493
-1.38336;-0.458004
-1.351;-0.468472
-1.31132;-0.481408
-1.27214;-0.494272
-1.23339;-0.507071
-1.19507;-0.519797
-1.15717;-0.532429
-1.1221;-0.544153
-1.11969;-0.54496
-1.08264;-0.557362
-1.04603;-0.569619
-1.00983;-0.581726
-0.974028;-0.59367
-0.938609;-0.605435
-0.903571;-0.617005
-0.868982;-0.628338
-0.863345;-0.630168
-0.834777;-0.639435
-0.800939;-0.650282
-0.767465;-0.66086
-0.734351;-0.671149
-0.701634;-0.681115
-0.669304;-0.690739
-0.63732;-0.700009
-0.607008;-0.708526
-0.605678;-0.708899
-0.574384;-0.717377
-0.543426;-0.725416
-0.512859;-0.732966
-0.48262;-0.74
-0.45271;-0.746461
-0.423124;-0.752276
-0.393853;-0.757339
-0.364921;-0.761479
-0.353029;-0.762702
-0.33633;-0.764414
-0.308051;-0.765591
-0.280072;-0.763729
-0.252389;-0.728845
-0.225;0
