0.225;0
0.252389;0.251525
0.280072;0.257415
0.308051;0.257137
0.33633;0.25652
0.353029;0.256007
0.364921;0.255641
0.393853;0.254552
0.423124;0.25329
0.45271;0.251885
0.48262;0.250353
0.512859;0.248709
0.543426;0.246964
0.574384;0.24512
0.605678;0.243187
0.607008;0.243102
0.63732;0.241167
0.669304;0.239064
0.701634;0.236882
0.734351;0.234619
0.767465;0.232275
0.800939;0.229854
0.834777;0.227355
0.863345;0.225205
0.868982;0.22478
0.903571;0.222124
0.938609;0.219385
0.974028;0.216566
1.00983;0.213669
1.04603;0.21069
1.08264;0.20763
1.11969;0.204483
1.1221;0.204275
1.15717;0.201248
1.19507;0.197929
1.23339;0.194522
1.27214;0.191029
1.31132;0.187446
1.351;0.183769
1.38336;0.180728
1.39113;0.179999
1.4317;0.176135
1.47271;0.17218
1.51418;0.16813
1.55617;0.16398
1.59867;0.159731
1.64163;0.155384
1.6472;0.154814
1.68506;0.150939
1.72898;0.146395
1.77341;0.141748
1.81841;0.136994
1.86392;0.132139
1.90992;0.127183
1.91369;0.126774
1.95645;0.122122
2.0035;0.116958
2.05114;0.111685
2.09934;0.106304
2.14809;0.100819
2.1829;0.0968711
2.19739;0.0952281
2.24723;0.089532
2.29766;0.0837292
2.34873;0.077811
2.4004;0.0717857
2.45264;0.0656547
2.45493;0.0653851
2.50546;0.0594169
2.55888;0.0530727
2.61299;0.0466099
2.66775;0.0400361
2.72312;0.0333545
2.72984;0.0325393
2.77911;0.0265637
2.83574;0.0196614
2.89305;0.0126452
2.9511;0.00550695
3.00773;-0.00148791
3.0098;-0.00174379
3.06887;-0.00907348
3.12773;-0.0164076
3.1861;-0.0237106
3.24389;-0.0309711
3.28868;-0.036621
3.30117;-0.0381959
3.35793;-0.0453865
3.41422;-0.0525454
3.47003;-0.0596728
3.52534;-0.0667651
3.57279;-0.0728742
3.58008;-0.0738136
3.63434;-0.0808314
3.68814;-0.0878196
3.74148;-0.0947788
3.79435;-0.101707
3.84668;-0.108596
3.86013;-0.110374
3.89853;-0.115455
3.94993;-0.122286
4.00088;-0.129091
4.05138;-0.135868
4.10141;-0.142615
4.1508;-0.14931
4.15094;-0.149329
4.20003;-0.156018
4.24867;-0.16268
4.29689;-0.169318
4.34469;-0.175932
4.39199;-0.182511
4.43885;-0.189061
4.4449;-0.189911
4.48528;-0.195585
4.53131;-0.202084
4.57693;-0.208558
4.62211;-0.214999
4.66682;-0.221402
4.71114;-0.227778
4.74252;-0.232309
4.75507;-0.234123
4.79859;-0.240435
4.84172;-0.246712
4.88439;-0.252943
4.92667;-0.259136
4.96857;-0.26529
5.01009;-0.271399
5.04375;-0.276362
5.05123;-0.277464
5.09196;-0.283475
5.13228;-0.289429
5.17223;-0.295327
5.21181;-0.301167
5.25104;-0.306946
5.28992;-0.312659
5.32837;-0.31829
5.34871;-0.321254
5.36646;-0.323843
5.4042;-0.329315
5.44159;-0.334702
5.47865;-0.339995
5.51532;-0.345183
5.55163;-0.350259
5.58761;-0.35522
5.62326;-0.360056
5.65749;-0.364609
5.65857;-0.364753
5.69355;-0.3693
5.72815;-0.373672
5.76243;-0.377856
5.79639;-0.381826
5.83003;-0.385544
5.86337;-0.388954
5.89637;-0.39198
5.92903;-0.394472
5.96139;-0.396216
5.9702;-0.396314
5.99344;-0.396575
6.02519;-0.379019
6.05665;0
-0.175;0
-0.151461;1.2495
-0.127861;1.32663
-0.103145;1.34774
-0.0783362;1.35954
-0.0522378;1.36738
-0.0260754;1.37228
0.000408873;1.37487
0.0271399;1.37525
0.0530808;1.37329
0.0789393;1.36838
0.103499;1.35947
0.127978;1.342
0.151499;1.26906
0.175;0
-6.05665;0
-6.02519;0.372503
-5.99344;0.386012
-5.9702;0.385301
-5.96139;0.385031
-5.92903;0.383558
-5.89637;0.381721
-5.86337;0.379572
-5.83003;0.377169
-5.79639;0.374549
-5.76243;0.37174
-5.72815;0.368761
-5.69355;0.365627
-5.65857;0.362343
-5.65749;0.362238
-5.62326;0.358921
-5.58761;0.355369
-5.55163;0.351693
-5.51532;0.347897
-5.47865;0.343979
-5.44159;0.33994
-5.4042;0.335786
-5.36646;0.33152
-5.34871;0.329479
-5.32837;0.32714
-5.28992;0.322645
-5.25104;0.318028
-5.21181;0.313299
-5.17223;0.308457
-5.13228;0.3035
-5.09196;0.298428
-5.05123;0.293235
-5.04375;0.292269
-5.01009;0.287919
-4.96857;0.282485
-4.92667;0.276931
-4.88439;0.271257
-4.84172;0.265461
-4.79859;0.259533
-4.75507;0.253478
-4.74252;0.251712
-4.71114;0.247297
-4.66682;0.240988
-4.62211;0.23455
-4.57693;0.227974
-4.53131;0.22126
-4.48528;0.214413
-4.4449;0.208341
-4.43885;0.207432
-4.39199;0.200311
-4.34469;0.193047
-4.29689;0.185632
-4.24867;0.178074
-4.20003;0.170372
-4.15094;0.162522
-4.1508;0.162499
-4.10141;0.154521
-4.05138;0.146359
-4.00088;0.13804
-3.94993;0.129563
-3.89853;0.120927
-3.86013;0.114411
-3.84668;0.11213
-3.79435;0.103164
-3.74148;0.0940166
-3.68814;0.0846958
-3.63434;0.0752012
-3.58008;0.0655286
-3.57279;0.0642158
-3.52534;0.0556714
-3.47003;0.045608
-3.41422;0.0353459
-3.35793;0.0248851
-3.30117;0.0142191
-3.28868;0.0118484
-3.24389;0.00333558
-3.1861;-0.00777461
-3.12773;-0.0191305
-3.06887;-0.0307244
