PIVlab, ASCII chart output - 19-Sep-2021
FRAME: 754, filenames: MEAN of frames 1:753 & MEAN of frames 1:753, conversion factor xy (px -> m): 0.00024148, conversion factor uv (px/frame -> m/s): 1
x [m],y [m],u [m/s],v [m/s],Vector type [-],vorticity [1/s],magnitude [m/s],divergence [1/s],dcev [1],simple shear [1/s],simple strain [1/s],vector direction [degrees]
0.03115113106,0.01424741653,NaN,NaN,0,-2.550391337,0.7897324369,-3.099601568,0,3.099601568,2.550391337,-77.99060512
0.03115113106,0.01811112271,NaN,NaN,0,-2.379947561,0.800630216,-4.474710184,0,3.187107707,3.958810354,-78.07886606
0.03115113106,0.02197482889,NaN,NaN,0,-2.055673373,0.8222612764,-7.18291978,0,3.345008628,6.734469393,-78.25048601
0.03115113106,0.02583853507,NaN,NaN,0,-1.732192676,0.8542949637,-9.771555101,0,3.420315975,9.422429398,-78.49693024
0.03115113106,0.02970224124,NaN,NaN,0,-1.426195847,0.8962378962,-12.20582065,0,3.402427416,11.97872981,-78.80768194
0.03115113106,0.03356594742,NaN,NaN,0,-1.148897642,0.9474484124,-14.45786714,0,3.287909051,14.3593983,-79.17135137
0.03115113106,0.0374296536,NaN,NaN,0,-0.900206133,1.007156466,-16.50442413,0,3.079992137,16.52134378,-79.57594983
0.03115113106,0.04129335978,NaN,NaN,0,-0.6634323531,1.074475117,-18.31913569,0,2.784082084,18.42048858,-80.00861691
0.03115113106,0.04515706595,NaN,NaN,0,-0.4027188198,1.148382503,-19.85863378,0,2.399164349,20.00568929,-80.45534925
0.03115113106,0.04902077213,NaN,NaN,0,-0.07107316993,1.227650524,-21.04670237,0,1.912234156,21.21021595,-80.90130692
0.03115113106,0.05288447831,NaN,NaN,0,0.3626042279,1.310723683,-21.77349115,0,1.309324949,21.94844119,-81.33214995
0.03115113106,0.05674818449,NaN,NaN,0,0.8848149961,1.39562335,-21.92824985,0,0.6011571269,22.12521392,-81.73617038
0.03115113106,0.06061189067,NaN,NaN,0,1.431529024,1.479989366,-21.46035077,0,-0.1452986586,21.66287022,-82.10551139
0.03115113106,0.06447559684,NaN,NaN,0,1.942335573,1.561339055,-20.42630207,0,-0.8103060371,20.53218428,-82.43451862
0.03115113106,0.06833930302,NaN,NaN,0,2.535405413,1.637434352,-18.91437686,0,-1.35933723,18.72041736,-82.71448709
0.03115113106,0.0722030092,NaN,NaN,0,3.462852211,1.706144126,-16.83640333,0,-1.865119475,16.18703372,-82.9261692
0.03115113106,0.07606671538,NaN,NaN,0,4.548206769,1.764808594,-13.95133987,0,-2.173698618,13.04715865,-83.04100324
0.03115113106,0.07993042156,NaN,NaN,0,5.184311483,1.810798058,-10.33208671,0,-2.03865684,9.693974953,-83.04455626
0.03115113106,0.08379412773,NaN,NaN,0,4.390394083,1.843087916,-6.805913849,0,-0.9835679549,6.921682634,-82.95738916
0.03115113106,0.08765783391,NaN,NaN,0,0.6735375047,1.865052954,-5.019332129,0,1.874250404,6.621639784,-82.84047289
0.03115113106,0.09152154009,NaN,NaN,0,-4.274708167,1.888937597,-6.525553078,0,4.286043282,9.99615101,-82.82832272
0.03115113106,0.09538524627,NaN,NaN,0,6.19641199,1.928411933,-4.349850132,0,-9.937970094,8.385038638,-83.07556353
0.03115113106,0.09924895245,NaN,NaN,0,13.7692425,1.936060145,8.249854325,0,-21.33582994,-4.634984166,-83.43459485
0.03115113106,0.1031126586,NaN,NaN,0,22.5496205,1.875608505,30.8342298,0,-33.52142427,-27.63866729,-83.7787909
0.03115113106,0.1069763648,NaN,NaN,0,24.60071186,1.706850348,61.27506082,0,-39.23277601,-57.15010259,-83.9811759
0.03115113106,0.110840071,NaN,NaN,0,-25.91888495,1.414632112,64.85704553,0,10.44682288,-67.30200791,-84.04677475
0.03115113106,0.1147037772,NaN,NaN,0,-30.58163686,1.192787853,41.53685271,0,19.31031506,-47.49337087,-84.26498868
0.03115113106,0.1185674833,NaN,NaN,0,-21.40795359,1.068011189,20.41209979,0,15.51434119,-25.21100044,-84.45648774
0.03115113106,0.1224311895,NaN,NaN,0,-15.32805745,1.015132955,11.83389538,0,11.83389538,-15.32805745,-84.54959779
0.03501483724,0.01424741653,NaN,NaN,0,-3.966968772,0.7788365843,-3.286700544,0,4.549489403,2.446229998,-77.89987443
0.03501483724,0.01811112271,NaN,NaN,0,-3.767380324,0.7899025437,-4.674547629,0,4.624920392,3.883628362,-77.98845776
0.03501483724,0.02197482889,NaN,NaN,0,-3.384600362,0.811871147,-7.406637841,0,4.75732268,6.71802464,-78.16040823
0.03501483724,0.02583853507,NaN,NaN,0,-2.98390796,0.8444075447,-10.00752876,0,4.782711035,9.47248511,-78.40708597
0.03501483724,0.02970224124,NaN,NaN,0,-2.587670244,0.8870030364,-12.44316562,0,4.689230243,12.09923581,-78.71852392
0.03501483724,0.03356594742,NaN,NaN,0,-2.213294657,0.9389951189,-14.69128222,0,4.474311309,14.55019571,-79.08449418
0.03501483724,0.0374296536,NaN,NaN,0,-1.864319119,0.9996011398,-16.73977847,0,4.144015991,16.78063557,-79.49436465
