time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;-0.354;0;6
0.500011;0.000637508;0;-0.00252497;-0.354;0;6
1.000023;0.00470786;0;-0.131679;-0.354;0;6
1.500034;-0.00441163;0;-0.163883;-0.354;0;6
2.000003;-0.0188613;0;-0.100448;-0.354;0;6
2.500030;0.00244531;0;-0.0868813;-0.354;0;6
3.000009;0.00369016;0;-0.0672993;-0.354;0;6
3.500013;-0.00343112;0;-0.0780006;-0.354;0;6
4.000015;-0.0128528;0;-0.0827104;-0.354;0;6
4.500008;0.00308052;0;-0.123938;-0.354;0;6
5.000038;0.0168842;0;-0.114093;-0.354;0;6
5.500038;0.00131872;0;-0.107499;-0.354;0;6
6.000010;-0.00992669;0;-0.079381;-0.354;0;6
6.500012;0.00163476;0;-0.0557598;-0.354;0;6
7.000030;-0.00446976;0;-0.0564072;-0.354;0;6
7.500012;0.00531498;0;-0.0809173;-0.354;0;6
8.000030;0.00900838;0;-0.0651396;-0.354;0;6
8.500022;-0.00233629;0;-0.0353736;-0.354;0;6
9.000002;0.00281607;0;-0.0695212;-0.354;0;6
9.500027;0.00587837;0;-0.0891795;-0.354;0;6
10.000030;-0.00298933;0;-0.0654835;-0.354;0;6
10.500011;-0.00387773;0;-0.114194;-0.354;0;6
11.000020;-0.00816418;0;-0.112972;-0.354;0;6
11.500044;0.000587141;0;-0.109461;-0.354;0;6
12.000031;-0.00179946;0;-0.0942045;-0.354;0;6
12.500009;-0.00344864;0;-0.0274525;-0.354;0;6
13.000046;0.00644155;0;-0.0502487;-0.354;0;6
13.500005;0.00492471;0;-0.0514953;-0.354;0;6
14.000047;0.00218937;0;-0.0891943;-0.354;0;6
14.500016;0.00765653;0;-0.0697765;-0.354;0;6
15.000038;0.00753527;0;-0.0735962;-0.354;0;6
15.500026;-0.00257712;0;-0.0482132;-0.354;0;6
16.000025;-0.0149347;0;-0.117961;-0.354;0;6
16.500027;0.00929061;0;-0.0675358;-0.354;0;6
