time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;-4.03;0;6
0.500011;0.0401648;0;0.0106443;-4.03;0;6
1.000023;0.00187111;0;0.000307816;-4.03;0;6
1.500034;0.00550765;0;0.00814981;-4.03;0;6
2.000003;0.00366518;0;-0.0201454;-4.03;0;6
2.500030;-0.00716923;0;-0.0214491;-4.03;0;6
3.000009;0.00196708;0;-0.0259373;-4.03;0;6
3.500013;0.010671;0;-0.0162523;-4.03;0;6
4.000015;-0.00501588;0;0.00448257;-4.03;0;6
4.500008;-0.00744513;0;0.00205585;-4.03;0;6
5.000038;-0.00621021;0;0.00483535;-4.03;0;6
5.500038;-0.0216736;0;0.0104843;-4.03;0;6
6.000010;0.01767;0;0.0133182;-4.03;0;6
6.500012;-0.00502328;0;-0.00292393;-4.03;0;6
7.000030;-0.0506497;0;-0.0317192;-4.03;0;6
7.500012;0.0228431;0;-0.0244303;-4.03;0;6
8.000030;0.00661202;0;0.00135065;-4.03;0;6
8.500022;-0.00484514;0;0.00183126;-4.03;0;6
9.000002;0.0078857;0;-0.0148207;-4.03;0;6
9.500027;-0.0212086;0;-0.00200651;-4.03;0;6
10.000030;0.0155784;0;0.0036833;-4.03;0;6
10.500011;-0.00593899;0;0.00619607;-4.03;0;6
11.000020;0.000196881;0;0.00360856;-4.03;0;6
11.500044;-0.0087574;0;0.0082993;-4.03;0;6
12.000031;0.000545531;0;0.00723992;-4.03;0;6
12.500009;0.0240069;0;0.00904053;-4.03;0;6
13.000046;-0.014685;0;0.00572599;-4.03;0;6
13.500005;-0.0188123;0;0.018607;-4.03;0;6
14.000047;0.0193676;0;-0.014873;-4.03;0;6
14.500016;-0.000816406;0;-0.00519906;-4.03;0;6
15.000038;0.00776652;0;-0.00623631;-4.03;0;6
15.500026;0.0107467;0;0.00822452;-4.03;0;6
16.000025;0.00932966;0;0.00461937;-4.03;0;6
16.500027;-0.0233245;0;0.00218933;-4.03;0;6
17.000031;0.01118;0;-0.00136468;-4.03;0;6
17.500028;0.00630317;0;-0.0104725;-4.03;0;6
18.000025;-0.0272752;0;0.00218325;-4.03;0;6
18.500042;0.0182773;0;0.00227769;-4.03;0;6
19.000038;0.00995727;0;0.00858695;-4.03;0;6
19.500022;0.0110637;0;-0.0118543;-4.03;0;6
20.000044;0.00707364;0;-0.000710523;-4.03;0;6
20.500043;-0.000676019;0;0.00159994;-4.03;0;6
21.000020;-0.00702465;0;-0.00683946;-4.03;0;6
21.500016;-0.0160492;0;0.00729448;-4.03;0;6
22.000031;0.0174584;0;0.00578993;-4.03;0;6
22.500038;0.0223441;0;-0.00757768;-4.03;0;6
23.000010;-0.0158606;0;0.00842232;-4.03;0;6
23.500005;-0.0180548;0;0.0091962;-4.03;0;6
24.000029;0.00281471;0;-0.00174701;-4.03;0;6
24.500039;0.00824215;0;-0.0112831;-4.03;0;6
25.000012;-0.00494855;0;-0.00625618;-4.03;0;6
25.500034;-0.00233136;0;0.00566216;-4.03;0;6
26.000044;-0.00678144;0;0.0134965;-4.03;0;6
26.500035;0.0110698;0;0.0070892;-4.03;0;6
27.000045;0.00477931;0;0.00921651;-4.03;0;6
27.500028;-0.0108324;0;-0.00624026;-4.03;0;6
28.000007;-0.00188169;0;0.007245;-4.03;0;6
28.500010;0.0122414;0;0.0108176;-4.03;0;6
29.000011;-0.0177746;0;0.00169966;-4.03;0;6
29.500010;0.0158574;0;-0.00755621;-4.03;0;6
30.000043;0.00255372;0;5.64543e-05;-4.03;0;6
30.500014;-0.00379588;0;-0.00928575;-4.03;0;6
31.000012;-0.0117762;0;-0.00201997;-4.03;0;6
31.500028;0.00352641;0;0.00924554;-4.03;0;6
32.000040;-0.000362958;0;-0.00150845;-4.03;0;6
32.500036;-0.00963856;0;-0.000346985;-4.03;0;6
33.000019;0.00404379;0;0.0159059;-4.03;0;6
33.500006;-0.00349005;0;-0.0154894;-4.03;0;6
34.000038;-0.0090914;0;-0.0228931;-4.03;0;6
34.500017;0.00374786;0;0.00951175;-4.03;0;6
35.000013;-0.0188905;0;-0.00446273;-4.03;0;6
35.500011;-0.0137614;0;-0.00980073;-4.03;0;6
36.000031;0.0399224;0;0.00540857;-4.03;0;6
36.500010;0.00555362;0;-0.022635;-4.03;0;6
37.000040;-0.0128238;0;0.00192306;-4.03;0;6
37.500024;-0.0142359;0;0.00527562;-4.03;0;6
38.000045;-0.00420195;0;-0.0144756;-4.03;0;6
38.500038;0.00302156;0;-0.00854214;-4.03;0;6
39.000038;0.00106273;0;-0.00438545;-4.03;0;6
39.500012;-0.00121065;0;-0.0175189;-4.03;0;6
40.000028;0.0216217;0;0.0156813;-4.03;0;6
40.500005;-0.000944899;0;-0.00633897;-4.03;0;6
41.000030;-0.0221577;0;0.000300242;-4.03;0;6
41.500032;0.00553073;0;0.00850551;-4.03;0;6
42.000044;-0.00197967;0;0.000848498;-4.03;0;6
42.500013;-0.025746;0;-0.0133222;-4.03;0;6
43.000017;-0.00897652;0;-0.00198251;-4.03;0;6
43.500029;0.0452984;0;0.00633325;-4.03;0;6
44.000021;0.00410547;0;-0.00419506;-4.03;0;6
44.500003;-0.0232922;0;-0.0099513;-4.03;0;6
