time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;3.747;0;6
0.500011;0.0392703;0;-0.0177841;3.747;0;6
1.000023;0.00328497;0;0.00846766;3.747;0;6
1.500034;-0.00373441;0;-0.00422375;3.747;0;6
2.000003;-0.00429857;0;-0.00716406;3.747;0;6
2.500030;-0.00814834;0;0.00668895;3.747;0;6
3.000009;-0.00242118;0;-0.0122828;3.747;0;6
3.500013;0.00572756;0;-0.000280973;3.747;0;6
4.000015;0.0105376;0;-0.0272417;3.747;0;6
4.500008;0.0177282;0;-0.000271242;3.747;0;6
5.000038;-0.0043637;0;-0.00889634;3.747;0;6
5.500038;0.00557744;0;0.00403832;3.747;0;6
6.000010;-0.00568319;0;0.0095219;3.747;0;6
6.500012;0.00481895;0;-0.0180621;3.747;0;6
7.000030;0.00855036;0;-0.00820668;3.747;0;6
7.500012;0.00398297;0;0.000387006;3.747;0;6
8.000030;0.0155025;0;0.000108307;3.747;0;6
8.500022;-0.0061993;0;0.00829995;3.747;0;6
9.000002;-0.00207024;0;-0.0181381;3.747;0;6
9.500027;-0.00380521;0;0.0140073;3.747;0;6
10.000030;-0.0198036;0;-0.00499082;3.747;0;6
10.500011;0.0120471;0;0.00601286;3.747;0;6
11.000020;-0.0174175;0;0.00138101;3.747;0;6
11.500044;0.00331569;0;-0.0217217;3.747;0;6
12.000031;0.000699219;0;0.00554934;3.747;0;6
12.500009;0.0193201;0;0.00501795;3.747;0;6
13.000046;-0.00736785;0;0.0003362;3.747;0;6
13.500005;-0.00281617;0;-0.0183855;3.747;0;6
14.000047;0.01133;0;-0.000400229;3.747;0;6
14.500016;-0.0110452;0;0.00205898;3.747;0;6
15.000038;-0.0093108;0;0.00869954;3.747;0;6
15.500026;0.00161208;0;0.0172145;3.747;0;6
16.000025;-0.0205984;0;-0.0052069;3.747;0;6
16.500027;-0.0167856;0;0.00198066;3.747;0;6
17.000031;0.00255208;0;-0.0200661;3.747;0;6
17.500028;-0.0250976;0;0.0100811;3.747;0;6
18.000025;-0.00423548;0;0.00848557;3.747;0;6
18.500042;0.0272722;0;-0.00600873;3.747;0;6
19.000038;0.0111163;0;-0.00178234;3.747;0;6
19.500022;-0.0200216;0;-0.00155183;3.747;0;6
20.000044;-0.0132088;0;0.00458587;3.747;0;6
20.500043;0.00147654;0;0.0238554;3.747;0;6
21.000020;0.00400174;0;-0.00233043;3.747;0;6
21.500016;-0.0296862;0;-0.00880818;3.747;0;6
22.000031;0.0161183;0;-0.00375094;3.747;0;6
22.500038;0.0115349;0;0.00889744;3.747;0;6
23.000010;-0.00887482;0;0.0102664;3.747;0;6
23.500005;-0.00422517;0;-0.0019336;3.747;0;6
24.000029;-0.0170611;0;-0.00274186;3.747;0;6
24.500039;-0.000936529;0;0.0029809;3.747;0;6
25.000012;-0.00384642;0;-0.0032346;3.747;0;6
25.500034;0.0185719;0;-0.00623025;3.747;0;6
26.000044;-0.0229652;0;-0.012175;3.747;0;6
26.500035;0.0256832;0;0.0106827;3.747;0;6
27.000045;0.0045702;0;-0.032414;3.747;0;6
27.500028;-0.0110763;0;-0.007122;3.747;0;6
28.000007;0.010009;0;-0.00730779;3.747;0;6
28.500010;0.0301103;0;-0.0198807;3.747;0;6
29.000011;-0.0112957;0;-0.00471704;3.747;0;6
29.500010;0.0218605;0;-0.0336939;3.747;0;6
30.000043;0.0273281;0;-0.0485798;3.747;0;6
30.500014;0.0129202;0;-0.0242072;3.747;0;6
31.000012;0.00234538;0;0.00999963;3.747;0;6
31.500028;0.0124449;0;-0.0132774;3.747;0;6
32.000040;-0.0282446;0;-0.0428549;3.747;0;6
32.500036;0.010344;0;-0.00110964;3.747;0;6
33.000019;0.00399921;0;-0.00306305;3.747;0;6
33.500006;-0.00704073;0;-0.021812;3.747;0;6
34.000038;-0.0089674;0;-0.0179682;3.747;0;6
34.500017;-0.0141184;0;-0.0463461;3.747;0;6
35.000013;0.039463;0;-0.0240092;3.747;0;6
35.500011;0.00590462;0;-0.0261661;3.747;0;6
36.000031;-0.00387418;0;-0.0381728;3.747;0;6
36.500010;-0.0224728;0;-0.0237896;3.747;0;6
37.000040;0.000257708;0;-0.0108906;3.747;0;6
37.500024;0.0097836;0;-0.0378982;3.747;0;6
38.000045;0.0249681;0;-0.024687;3.747;0;6
38.500038;-0.025855;0;-0.0473958;3.747;0;6
39.000038;-0.0307668;0;-0.0101232;3.747;0;6
39.500012;-0.00418024;0;-0.00996398;3.747;0;6
40.000028;0.0202435;0;-0.0289007;3.747;0;6
40.500005;0.00240806;0;-0.022904;3.747;0;6
41.000030;-0.00782804;0;-0.0228511;3.747;0;6
41.500032;-0.000702276;0;-0.00967878;3.747;0;6
42.000044;0.00109013;0;0.0170089;3.747;0;6
42.500013;0.0035391;0;-0.0104069;3.747;0;6
43.000017;0.00539839;0;-0.0132345;3.747;0;6
43.500029;-0.00244453;0;0.00581058;3.747;0;6
44.000021;-0.00975201;0;-0.0120184;3.747;0;6
44.500003;0.0056256;0;0.0121546;3.747;0;6
45.000028;-0.0200718;0;0.00928733;3.747;0;6
45.500029;-0.00869109;0;-0.000983246;3.747;0;6
46.000012;0.0312834;0;-0.000996461;3.747;0;6
46.500001;-0.0021258;0;-0.044813;3.747;0;6
47.000022;-0.0176803;0;-0.0175411;3.747;0;6
47.500042;-0.000569445;0;-0.0378728;3.747;0;6
48.000018;0.0147124;0;-0.000140318;3.747;0;6
48.500025;-0.0242158;0;0.0118418;3.747;0;6
49.000018;0.00444583;0;-0.00408752;3.747;0;6
49.500033;-0.00458929;0;-0.0561895;3.747;0;6
50.000027;0.00514214;0;-0.0615294;3.747;0;6
50.500040;0.00972493;0;-0.0318633;3.747;0;6
51.000004;-0.0239212;0;-0.00785301;3.747;0;6
51.500013;0.0064607;0;-0.0093092;3.747;0;6
52.000012;-0.0116012;0;-0.0282344;3.747;0;6
52.500046;0.00581695;0;0.036076;3.747;0;6
53.000037;-0.0121159;0;-0.0043468;3.747;0;6
53.500004;0.0225978;0;0.00671065;3.747;0;6
54.000037;-0.00979276;0;-0.0220993;3.747;0;6
54.500033;0.000338192;0;-0.0131011;3.747;0;6
55.000001;0.0111635;0;0.00335483;3.747;0;6
55.500013;0.0145127;0;0.00546709;3.747;0;6
56.000042;-0.0269177;0;0.00334975;3.747;0;6
56.500018;0.0189997;0;-0.00700716;3.747;0;6
57.000030;-0.00944122;0;-0.0200258;3.747;0;6
57.500021;0.0164092;0;-0.0065927;3.747;0;6
58.000045;0.00921864;0;-0.017611;3.747;0;6
58.500041;-0.00951461;0;-0.0107529;3.747;0;6
59.000041;0.0137133;0;-0.0400406;3.747;0;6
59.500004;-0.0109608;0;-0.032409;3.747;0;6
60.000045;0.000211291;0;-0.0117887;3.747;0;6
60.500028;0.00300175;0;-0.0349164;3.747;0;6
61.000033;0.00341199;0;-0.0396649;3.747;0;6
61.500045;-0.0015287;0;-0.0176558;3.747;0;6
62.000028;-0.00100031;0;-0.0205764;3.747;0;6
62.500020;-0.0187255;0;-0.0227662;3.747;0;6
63.000031;-0.00881103;0;-0.0362303;3.747;0;6
63.500045;0.00811176;0;-0.0384579;3.747;0;6
64.000003;-0.00964182;0;-0.0290378;3.747;0;6
64.500029;-0.0235365;0;-0.0211636;3.747;0;6
65.000033;0.00930747;0;-0.0308785;3.747;0;6
65.500043;0.0140667;0;-0.0242481;3.747;0;6
66.000038;-0.00289758;0;-0.00821649;3.747;0;6
66.500036;-0.0175706;0;-0.0258897;3.747;0;6
67.000010;-0.00308538;0;-0.0343577;3.747;0;6
67.500018;-0.00532603;0;-0.0253343;3.747;0;6
68.000041;0.00227052;0;0.00600318;3.747;0;6
68.500017;0.00217948;0;-0.00841399;3.747;0;6
69.000030;0.00956341;0;0.000627212;3.747;0;6
69.500024;0.0188794;0;-0.0245972;3.747;0;6
70.000028;-0.0152524;0;0.0332783;3.747;0;6
70.500032;-0.0172002;0;-0.00637782;3.747;0;6
71.000037;-0.0191692;0;-0.0258146;3.747;0;6
71.500025;-0.00456264;0;0.0225665;3.747;0;6
72.000014;0.0010003;0;0.0108657;3.747;0;6
72.500012;0.016193;0;-0.00408356;3.747;0;6
73.000039;-0.0169239;0;0.00470228;3.747;0;6
73.500002;0.0103405;0;0.0125623;3.747;0;6
74.000008;0.0142351;0;-0.000265312;3.747;0;6
74.500016;-0.00101962;0;0.0136073;3.747;0;6
75.000017;0.0275375;0;0.0205595;3.747;0;6
75.500019;0.00284022;0;-0.000550919;3.747;0;6
76.000019;-0.0220573;0;-0.0155696;3.747;0;6
76.500041;0.0137329;0;0.00933126;3.747;0;6
77.000013;-0.00512479;0;-0.0202155;3.747;0;6
77.500016;-0.0051036;0;0.00927926;3.747;0;6
78.000013;0.00420144;0;-0.000285245;3.747;0;6
78.500004;-0.0103711;0;0.0187851;3.747;0;6
79.000021;0.00824359;0;0.00203574;3.747;0;6
79.500013;-0.0123246;0;-0.00252111;3.747;0;6
80.000000;0.0221219;0;-0.00253397;3.747;0;6
80.500011;0.00107416;0;-0.0351904;3.747;0;6
81.000014;-0.0118247;0;0.00103465;3.747;0;6
81.500018;0.00796949;0;0.000945954;3.747;0;6
82.000030;0.00338563;0;0.0030099;3.747;0;6
82.500022;-0.00468911;0;-0.0297321;3.747;0;6
83.000001;9.34493e-05;0;-0.0363984;3.747;0;6
83.500039;-0.00418182;0;-0.0184606;3.747;0;6
84.000015;-0.0130822;0;-0.0255544;3.747;0;6
84.500035;-0.00592813;0;-0.0126541;3.747;0;6
85.000003;0.000757572;0;-0.024018;3.747;0;6
85.500039;-0.0144002;0;-0.0126042;3.747;0;6
86.000033;0.0149488;0;-0.00625261;3.747;0;6
86.500034;0.0210294;0;-0.0398928;3.747;0;6
87.000021;0.00185848;0;-0.0482219;3.747;0;6
87.500001;-0.0194436;0;-0.0205866;3.747;0;6
88.000031;-0.000448517;0;-0.028794;3.747;0;6
88.500022;0.00162715;0;-0.0320335;3.747;0;6
89.000046;-0.00345188;0;-0.0341347;3.747;0;6
89.500045;-0.0163142;0;0.0179352;3.747;0;6
90.000001;0.00328333;0;-0.0101053;3.747;0;6
90.500037;0.0119641;0;-0.0135736;3.747;0;6
91.000038;-0.00880123;0;0.00583695;3.747;0;6
91.500025;0.00476035;0;-0.0093737;3.747;0;6
92.000020;-0.0242646;0;-0.00819009;3.747;0;6
92.500023;0.00855052;0;-0.00305945;3.747;0;6
93.000012;-0.00685699;0;0.0120661;3.747;0;6
93.500010;0.0104289;0;0.0402227;3.747;0;6
94.000031;-0.00155404;0;-0.00881536;3.747;0;6
94.500033;-0.00931353;0;-0.0308149;3.747;0;6
95.000044;0.00993937;0;0.0251996;3.747;0;6
95.500032;0.00575319;0;-0.0362473;3.747;0;6
96.000044;-0.000167212;0;-0.000776786;3.747;0;6
96.500023;-0.00394241;0;-0.0442354;3.747;0;6
97.000024;0.00864918;0;-0.0209762;3.747;0;6
97.500028;-0.00897231;0;-0.023657;3.747;0;6
98.000033;0.010362;0;-0.00506187;3.747;0;6
98.500026;-0.0232646;0;0.015184;3.747;0;6
99.000028;0.0146285;0;-0.0181903;3.747;0;6
99.500027;-0.0321612;0;-0.0137296;3.747;0;6
100.000027;0.0150957;0;0.00638855;3.747;0;6
100.500015;-0.0058928;0;0.0108082;3.747;0;6
