time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;-1.202;0;6
0.500011;0.0103265;0;-0.0738485;-1.202;0;6
1.000023;0.0333353;0;0.0106376;-1.202;0;6
1.500034;-0.00899235;0;-0.157979;-1.202;0;6
2.000003;-0.0189519;0;-0.0863269;-1.202;0;6
2.500030;-0.00717604;0;-0.0611339;-1.202;0;6
3.000009;-0.00831825;0;-0.142097;-1.202;0;6
3.500013;0.0136912;0;-0.136686;-1.202;0;6
4.000015;-0.00481763;0;-0.0880585;-1.202;0;6
4.500008;-0.00391204;0;-0.0856686;-1.202;0;6
5.000038;0.00277008;0;-0.0660493;-1.202;0;6
5.500038;-0.0361439;0;-0.0840355;-1.202;0;6
6.000010;0.00199461;0;-0.0804122;-1.202;0;6
6.500012;-0.0246131;0;-0.0552663;-1.202;0;6
7.000030;-0.00151359;0;-0.084896;-1.202;0;6
7.500012;0.0151046;0;-0.078632;-1.202;0;6
8.000030;0.00363459;0;-0.0976019;-1.202;0;6
8.500022;-0.00179592;0;-0.0653515;-1.202;0;6
9.000002;0.0136843;0;-0.0589305;-1.202;0;6
9.500027;-0.00646645;0;-0.0839389;-1.202;0;6
10.000030;-0.00770049;0;-0.083444;-1.202;0;6
10.500011;0.0147169;0;-0.0797122;-1.202;0;6
11.000020;-0.00481882;0;-0.0643144;-1.202;0;6
11.500044;0.0546064;0;-0.0785269;-1.202;0;6
12.000031;0.00966991;0;-0.0498084;-1.202;0;6
12.500009;-0.00819643;0;-0.0981867;-1.202;0;6
13.000046;0.00965478;0;-0.0569364;-1.202;0;6
13.500005;-0.00160691;0;-0.114258;-1.202;0;6
14.000047;-0.00222685;0;-0.0997272;-1.202;0;6
14.500016;0.0148938;0;-0.0872193;-1.202;0;6
15.000038;0.000769595;0;-0.0845849;-1.202;0;6
15.500026;-0.0144421;0;-0.107233;-1.202;0;6
16.000025;0.0221489;0;-0.0793457;-1.202;0;6
16.500027;-0.000380549;0;-0.0925139;-1.202;0;6
17.000031;-0.00359848;0;-0.0738706;-1.202;0;6
17.500028;0.0297785;0;-0.0258683;-1.202;0;6
18.000025;0.00950042;0;-0.0817578;-1.202;0;6
18.500042;0.0123363;0;-0.0677032;-1.202;0;6
19.000038;0.00469259;0;-0.0813112;-1.202;0;6
19.500022;-0.0105599;0;-0.113608;-1.202;0;6
20.000044;-0.0141401;0;-0.0782487;-1.202;0;6
20.500043;-0.00325207;0;-0.0852815;-1.202;0;6
21.000020;0.000338041;0;-0.0517468;-1.202;0;6
21.500016;0.0146114;0;-0.0793741;-1.202;0;6
22.000031;0.0197054;0;-0.0678402;-1.202;0;6
22.500038;-0.0183723;0;-0.0909139;-1.202;0;6
23.000010;0.0105525;0;-0.0736899;-1.202;0;6
23.500005;0.0123996;0;-0.0761226;-1.202;0;6
24.000029;-0.0316847;0;-0.0720505;-1.202;0;6
24.500039;-0.00675656;0;-0.0747964;-1.202;0;6
25.000012;0.00314453;0;-0.0917749;-1.202;0;6
25.500034;0.00525431;0;-0.0732268;-1.202;0;6
26.000044;0.0101847;0;-0.0811703;-1.202;0;6
26.500035;0.00354774;0;-0.0927542;-1.202;0;6
27.000045;-0.00529003;0;-0.0812966;-1.202;0;6
27.500028;0.00602623;0;-0.134419;-1.202;0;6
28.000007;0.00202515;0;-0.077727;-1.202;0;6
28.500010;0.0078668;0;-0.0872132;-1.202;0;6
29.000011;-0.0243396;0;-0.103551;-1.202;0;6
29.500010;-0.00944014;0;-0.0930163;-1.202;0;6
30.000043;-0.0156061;0;-0.0957414;-1.202;0;6
30.500014;0.00656758;0;-0.0796661;-1.202;0;6
31.000012;-0.0159637;0;-0.10384;-1.202;0;6
31.500028;-0.0170877;0;-0.0736694;-1.202;0;6
32.000040;0.00118984;0;-0.0712872;-1.202;0;6
32.500036;0.016245;0;-0.0390153;-1.202;0;6
33.000019;0.0110721;0;-0.0506197;-1.202;0;6
33.500006;-0.000619668;0;-0.105865;-1.202;0;6
34.000038;-0.0174217;0;-0.0908657;-1.202;0;6
34.500017;-0.00800348;0;-0.0995347;-1.202;0;6
35.000013;-0.0072869;0;-0.0884136;-1.202;0;6
35.500011;0.0146108;0;-0.07246;-1.202;0;6
36.000031;-0.0207209;0;-0.0771786;-1.202;0;6
36.500010;-0.00175475;0;-0.0785462;-1.202;0;6
37.000040;0.00360404;0;-0.06734;-1.202;0;6
37.500024;0.0064021;0;-0.0829959;-1.202;0;6
38.000045;-0.0137968;0;-0.0767233;-1.202;0;6
38.500038;-0.00452491;0;-0.0866781;-1.202;0;6
39.000038;-0.00865375;0;-0.0735641;-1.202;0;6
39.500012;-0.00131226;0;-0.0828153;-1.202;0;6
40.000028;-0.010241;0;-0.107296;-1.202;0;6
40.500005;0.00388962;0;-0.0704529;-1.202;0;6
41.000030;-0.00799842;0;-0.10782;-1.202;0;6
41.500032;-0.00248941;0;-0.0746638;-1.202;0;6
42.000044;0.00868954;0;-0.116654;-1.202;0;6
42.500013;0.0273885;0;-0.0407463;-1.202;0;6
43.000017;-0.012605;0;-0.101498;-1.202;0;6
43.500029;-0.0391611;0;-0.108304;-1.202;0;6
44.000021;0.0200318;0;-0.0925689;-1.202;0;6
44.500003;0.000572608;0;-0.117236;-1.202;0;6
45.000028;0.000688469;0;-0.111483;-1.202;0;6
45.500029;-0.000737315;0;-0.101277;-1.202;0;6
46.000012;0.00877317;0;-0.0733095;-1.202;0;6
46.500001;0.00116117;0;-0.0938137;-1.202;0;6
47.000022;0.0108578;0;-0.051555;-1.202;0;6
47.500042;-0.0267078;0;-0.087941;-1.202;0;6
48.000018;0.0198061;0;-0.0771083;-1.202;0;6
48.500025;0.00263511;0;-0.0887012;-1.202;0;6
49.000018;0.010322;0;-0.0721506;-1.202;0;6
49.500033;-0.0240969;0;-0.0742327;-1.202;0;6
50.000027;0.00961798;0;-0.0878808;-1.202;0;6
50.500040;-0.0104504;0;-0.0775189;-1.202;0;6
51.000004;0.000114565;0;-0.0848072;-1.202;0;6
51.500013;0.0142177;0;-0.061941;-1.202;0;6
52.000012;0.0151212;0;-0.0918899;-1.202;0;6
52.500046;0.0016734;0;-0.058998;-1.202;0;6
53.000037;0.0060561;0;-0.0649425;-1.202;0;6
53.500004;-0.000586833;0;-0.0952736;-1.202;0;6
54.000037;0.0265622;0;-0.0355477;-1.202;0;6
54.500033;0.0060275;0;-0.0637703;-1.202;0;6
55.000001;-0.0099102;0;-0.0657134;-1.202;0;6
55.500013;0.00334002;0;-0.0708932;-1.202;0;6
56.000042;0.0432147;0;-0.0331606;-1.202;0;6
56.500018;-0.00999178;0;-0.073452;-1.202;0;6
57.000030;0.010651;0;-0.0743938;-1.202;0;6
57.500021;0.0148988;0;-0.0550435;-1.202;0;6
58.000045;-0.00654826;0;-0.0959935;-1.202;0;6
58.500041;-0.0115023;0;-0.111497;-1.202;0;6
59.000041;-0.0178136;0;-0.0696542;-1.202;0;6
59.500004;-0.00211739;0;-0.0720382;-1.202;0;6
60.000045;0.0203796;0;-0.0970749;-1.202;0;6
60.500028;-0.0168372;0;-0.11245;-1.202;0;6
61.000033;-0.00133543;0;-0.0647016;-1.202;0;6
61.500045;-0.0123214;0;-0.099677;-1.202;0;6
62.000028;0.0017111;0;-0.109705;-1.202;0;6
62.500020;-0.00448308;0;-0.107638;-1.202;0;6
63.000031;0.0254152;0;-0.0928581;-1.202;0;6
63.500045;-0.0102576;0;-0.204703;-1.202;0;6
64.000003;-0.0131164;0;-0.123911;-1.202;0;6
64.500029;0.030826;0;-0.0693014;-1.202;0;6
65.000033;-0.0178196;0;-0.0954091;-1.202;0;6
65.500043;-0.00794625;0;-0.0700743;-1.202;0;6
66.000038;-0.00146224;0;-0.0694464;-1.202;0;6
66.500036;-0.0111503;0;-0.0769964;-1.202;0;6
67.000010;0.0113336;0;-0.0564437;-1.202;0;6
67.500018;-0.00835904;0;-0.100663;-1.202;0;6
68.000041;0.00876938;0;-0.042514;-1.202;0;6
68.500017;0.0055577;0;-0.0755422;-1.202;0;6
69.000030;-0.00634617;0;-0.0891995;-1.202;0;6
69.500024;0.0217912;0;-0.0766459;-1.202;0;6
70.000028;-0.0103967;0;-0.0873361;-1.202;0;6
70.500032;0.0130456;0;-0.0533359;-1.202;0;6
71.000037;0.00572814;0;-0.0747439;-1.202;0;6
71.500025;0.0202106;0;-0.0594284;-1.202;0;6
72.000014;-0.0138412;0;-0.0547501;-1.202;0;6
72.500012;-0.00753944;0;-0.0583009;-1.202;0;6
73.000039;-0.0101828;0;-0.0640099;-1.202;0;6
73.500002;-0.0237662;0;-0.0922743;-1.202;0;6
74.000008;-0.00477085;0;-0.100331;-1.202;0;6
74.500016;-0.0059365;0;-0.0904328;-1.202;0;6
75.000017;0.0214653;0;-0.0337459;-1.202;0;6
75.500019;-0.00451079;0;-0.0870724;-1.202;0;6
76.000019;0.0336036;0;-0.0345789;-1.202;0;6
76.500041;0.00373495;0;-0.0675545;-1.202;0;6
77.000013;-0.0121145;0;-0.0792559;-1.202;0;6
77.500016;0.00282908;0;-0.103531;-1.202;0;6
78.000013;0.0229215;0;-0.0790857;-1.202;0;6
78.500004;-0.0144592;0;-0.0408702;-1.202;0;6
79.000021;0.0233599;0;-0.0723261;-1.202;0;6
79.500013;-0.0102731;0;-0.073037;-1.202;0;6
80.000000;0.00230767;0;-0.0796649;-1.202;0;6
80.500011;0.0426584;0;-0.0613719;-1.202;0;6
81.000014;-0.000447909;0;-0.0734639;-1.202;0;6
