time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;-4.313;0;6
0.500011;0.0357281;0;0.010554;-4.313;0;6
1.000023;0.000387373;0;0.0044424;-4.313;0;6
1.500034;0.0081886;0;0.00419048;-4.313;0;6
2.000003;0.0146135;0;-0.00783512;-4.313;0;6
2.500030;-0.00383181;0;-0.011983;-4.313;0;6
3.000009;-0.0037707;0;-0.0327992;-4.313;0;6
3.500013;0.00156064;0;-0.014362;-4.313;0;6
4.000015;-0.00627696;0;0.0126604;-4.313;0;6
4.500008;-0.00307532;0;0.00165285;-4.313;0;6
5.000038;-0.00964174;0;-0.00445877;-4.313;0;6
5.500038;-0.012086;0;0.0146959;-4.313;0;6
6.000010;0.0192034;0;0.00491791;-4.313;0;6
6.500012;-0.00863191;0;0.0023222;-4.313;0;6
7.000030;-0.0327677;0;-0.0155866;-4.313;0;6
7.500012;0.0274277;0;-0.00662663;-4.313;0;6
8.000030;0.00641034;0;-0.0240001;-4.313;0;6
8.500022;-0.0147158;0;-0.0124595;-4.313;0;6
9.000002;0.010591;0;-0.0173013;-4.313;0;6
9.500027;-0.0255155;0;0.013345;-4.313;0;6
10.000030;0.0116652;0;0.000530627;-4.313;0;6
10.500011;-0.0032437;0;-0.00101049;-4.313;0;6
11.000020;0.00255067;0;0.00893647;-4.313;0;6
11.500044;-0.0128785;0;0.0117787;-4.313;0;6
12.000031;0.00895411;0;0.00583561;-4.313;0;6
12.500009;0.0185475;0;0.00375744;-4.313;0;6
13.000046;-0.0177056;0;0.00158913;-4.313;0;6
13.500005;-0.0110633;0;0.00369099;-4.313;0;6
14.000047;0.0225392;0;-0.00566649;-4.313;0;6
14.500016;0.000590692;0;-0.008274;-4.313;0;6
15.000038;0.00698009;0;-0.0228331;-4.313;0;6
15.500026;0.0119469;0;0.00420722;-4.313;0;6
16.000025;0.0040289;0;0.00435535;-4.313;0;6
16.500027;-0.0150141;0;-0.0105352;-4.313;0;6
17.000031;0.00947614;0;0.00610414;-4.313;0;6
17.500028;0.000160228;0;-0.000964926;-4.313;0;6
18.000025;-0.0292049;0;-0.00594687;-4.313;0;6
18.500042;0.0182751;0;4.68276e-05;-4.313;0;6
19.000038;0.00785438;0;0.00545087;-4.313;0;6
19.500022;0.0127109;0;-0.0133712;-4.313;0;6
20.000044;0.0038529;0;-0.000218905;-4.313;0;6
20.500043;-0.000747353;0;-0.00946095;-4.313;0;6
21.000020;0.00175351;0;0.00125501;-4.313;0;6
21.500016;-0.00970625;0;0.00238944;-4.313;0;6
22.000031;0.020764;0;0.00440486;-4.313;0;6
22.500038;0.0139092;0;-0.0116043;-4.313;0;6
23.000010;-0.0159031;0;0.00837652;-4.313;0;6
23.500005;-0.012687;0;0.00153301;-4.313;0;6
24.000029;0.0122622;0;0.00558108;-4.313;0;6
24.500039;0.00581483;0;-0.0161234;-4.313;0;6
25.000012;-0.00739959;0;0.00567388;-4.313;0;6
25.500034;-0.00218573;0;-0.00433288;-4.313;0;6
26.000044;-0.00299621;0;0.0159155;-4.313;0;6
26.500035;0.0127803;0;-0.00224552;-4.313;0;6
27.000045;0.000620904;0;0.0103714;-4.313;0;6
27.500028;-0.0134533;0;-0.0164526;-4.313;0;6
28.000007;-0.00233813;0;0.00445876;-4.313;0;6
28.500010;0.00578007;0;0.00189417;-4.313;0;6
29.000011;-0.0194452;0;-0.0037862;-4.313;0;6
29.500010;0.00959776;0;-0.0103785;-4.313;0;6
30.000043;-0.00302814;0;0.00762892;-4.313;0;6
30.500014;-0.00121206;0;-0.0240358;-4.313;0;6
31.000012;-0.008746;0;0.00988436;-4.313;0;6
31.500028;0.00437576;0;-0.00252875;-4.313;0;6
32.000040;0.00595339;0;0.0146189;-4.313;0;6
32.500036;-0.0081281;0;0.000597601;-4.313;0;6
33.000019;0.0121093;0;0.0133952;-4.313;0;6
33.500006;0.000413734;0;-0.0174088;-4.313;0;6
34.000038;-0.00628263;0;-0.0197307;-4.313;0;6
34.500017;0.00134447;0;0.0128308;-4.313;0;6
35.000013;-0.0208492;0;-0.00974149;-4.313;0;6
35.500011;-0.00651424;0;-0.00133237;-4.313;0;6
36.000031;0.0428403;0;0.0051063;-4.313;0;6
36.500010;0.00477038;0;-0.00246557;-4.313;0;6
37.000040;-0.0107917;0;0.0117864;-4.313;0;6
37.500024;-0.0111405;0;0.00602343;-4.313;0;6
38.000045;-0.000146859;0;-0.00559981;-4.313;0;6
38.500038;-0.0037983;0;-0.00599174;-4.313;0;6
39.000038;-0.00174888;0;-0.00605475;-4.313;0;6
39.500012;-0.00543814;0;-0.0122475;-4.313;0;6
40.000028;0.0191108;0;0.0104412;-4.313;0;6
40.500005;0.0067114;0;0.0259142;-4.313;0;6
41.000030;-0.0230476;0;0.00272946;-4.313;0;6
41.500032;0.00238352;0;-0.000763546;-4.313;0;6
42.000044;-0.00169796;0;0.00803462;-4.313;0;6
42.500013;-0.0140354;0;-0.0198961;-4.313;0;6
43.000017;-0.00200998;0;0.00414796;-4.313;0;6
43.500029;0.0424388;0;0.0279892;-4.313;0;6
44.000021;0.00464254;0;-0.00535439;-4.313;0;6
44.500003;-0.0160869;0;-0.0155609;-4.313;0;6
45.000028;-0.00742335;0;-1.37652e-05;-4.313;0;6
45.500029;0.0151255;0;-0.00784309;-4.313;0;6
46.000012;0.0181443;0;-0.00295958;-4.313;0;6
46.500001;-0.00420995;0;-0.00657692;-4.313;0;6
47.000022;0.0116253;0;0.00626797;-4.313;0;6
47.500042;0.0146041;0;-0.000683029;-4.313;0;6
48.000018;0.00962577;0;-0.00445751;-4.313;0;6
48.500025;-0.0102051;0;0.00643579;-4.313;0;6
49.000018;0.0187639;0;0.00755021;-4.313;0;6
49.500033;0.0114802;0;0.0110018;-4.313;0;6
50.000027;-0.0214999;0;0.0127065;-4.313;0;6
50.500040;-0.00424102;0;-0.0177031;-4.313;0;6
51.000004;0.00327784;0;0.0113855;-4.313;0;6
51.500013;-0.00424059;0;0.00103861;-4.313;0;6
52.000012;-0.00624087;0;0.00870217;-4.313;0;6
52.500046;-0.00533751;0;0.00995128;-4.313;0;6
53.000037;0.00904024;0;0.00802032;-4.313;0;6
53.500004;-0.0242193;0;0.000159069;-4.313;0;6
54.000037;-0.0129601;0;-0.0256251;-4.313;0;6
54.500033;0.0323275;0;-0.0094886;-4.313;0;6
55.000001;0.00457391;0;0.005036;-4.313;0;6
55.500013;0.00152048;0;0.00481295;-4.313;0;6
56.000042;-0.0218287;0;9.08768e-05;-4.313;0;6
56.500018;0.0150259;0;-0.00577945;-4.313;0;6
57.000030;0.0193958;0;0.0144158;-4.313;0;6
57.500021;0.0144658;0;-0.00941056;-4.313;0;6
58.000045;-0.0128965;0;-0.00246149;-4.313;0;6
58.500041;0.0245265;0;-0.0112352;-4.313;0;6
59.000041;-0.0218778;0;0.0204342;-4.313;0;6
59.500004;-0.0166108;0;-0.0098729;-4.313;0;6
60.000045;0.00451207;0;0.0107155;-4.313;0;6
60.500028;-0.00432008;0;-0.0133341;-4.313;0;6
61.000033;0.0131487;0;-0.0217031;-4.313;0;6
61.500045;-0.00627543;0;-0.00769349;-4.313;0;6
62.000028;-0.0172346;0;0.00767745;-4.313;0;6
62.500020;-0.00446008;0;0.0176639;-4.313;0;6
63.000031;-0.00387706;0;-0.00770352;-4.313;0;6
63.500045;0.014954;0;-0.00658496;-4.313;0;6
64.000003;0.0109221;0;-0.00241892;-4.313;0;6
64.500029;-0.0138934;0;0.0164074;-4.313;0;6
65.000033;0.00691469;0;-0.0160755;-4.313;0;6
65.500043;-0.00313827;0;0.0191118;-4.313;0;6
66.000038;0.0111964;0;-0.0163748;-4.313;0;6
66.500036;-0.0314937;0;-0.0216213;-4.313;0;6
67.000010;-4.66954e-05;0;0.0192259;-4.313;0;6
67.500018;0.0117864;0;0.00445391;-4.313;0;6
68.000041;0.00594223;0;-0.0126693;-4.313;0;6
68.500017;0.0117839;0;0.00517963;-4.313;0;6
69.000030;-0.00702486;0;0.00940399;-4.313;0;6
69.500024;-0.0160943;0;-0.00874916;-4.313;0;6
70.000028;-0.0158923;0;0.00617642;-4.313;0;6
70.500032;0.00117046;0;-0.000694875;-4.313;0;6
71.000037;0.00539442;0;-0.0163299;-4.313;0;6
71.500025;0.0195723;0;0.0033682;-4.313;0;6
72.000014;0.0144951;0;0.00220788;-4.313;0;6
72.500012;0.0253038;0;0.0275687;-4.313;0;6
73.000039;-0.009891;0;-0.00105307;-4.313;0;6
73.500002;-0.0034031;0;-0.00384725;-4.313;0;6
74.000008;0.00109209;0;0.0042334;-4.313;0;6
74.500016;-0.00177867;0;-0.00209476;-4.313;0;6
75.000017;-0.00172305;0;0.0121587;-4.313;0;6
75.500019;-0.0133128;0;-0.0153184;-4.313;0;6
76.000019;-0.00919143;0;-0.0074518;-4.313;0;6
76.500041;-0.0056129;0;-0.0154885;-4.313;0;6
77.000013;0.00206444;0;0.00609466;-4.313;0;6
77.500016;0.00903025;0;-0.000762148;-4.313;0;6
78.000013;-0.0139206;0;0.015161;-4.313;0;6
78.500004;0.00794384;0;0.0100776;-4.313;0;6
79.000021;0.0104243;0;-0.0060668;-4.313;0;6
79.500013;-0.00232002;0;-0.0217301;-4.313;0;6
80.000000;-0.00602471;0;-0.0170579;-4.313;0;6
80.500011;-0.047297;0;-0.0312274;-4.313;0;6
81.000014;-0.00812322;0;-0.00946223;-4.313;0;6
81.500018;-0.0217714;0;-0.000403609;-4.313;0;6
82.000030;0.0145534;0;-0.00382908;-4.313;0;6
82.500022;-0.012778;0;0.00326447;-4.313;0;6
83.000001;0.0144216;0;-0.00287099;-4.313;0;6
83.500039;0.0174884;0;-0.0280559;-4.313;0;6
84.000015;-0.0319679;0;0.00824879;-4.313;0;6
84.500035;0.0123153;0;0.0070546;-4.313;0;6
85.000003;-0.000828426;0;-0.0236849;-4.313;0;6
85.500039;-0.00318097;0;0.026701;-4.313;0;6
86.000033;-0.0159934;0;-0.0209043;-4.313;0;6
86.500034;0.0324899;0;-0.00309325;-4.313;0;6
87.000021;0.0065681;0;-0.0056877;-4.313;0;6
87.500001;-0.00354988;0;-0.0107097;-4.313;0;6
88.000031;-0.00475844;0;-0.00472327;-4.313;0;6
88.500022;0.000581322;0;0.00907561;-4.313;0;6
89.000046;0.000601007;0;-0.0171783;-4.313;0;6
89.500045;-0.00482969;0;0.0167223;-4.313;0;6
90.000001;-0.0222528;0;-0.0242446;-4.313;0;6
90.500037;-0.0097052;0;0.00678582;-4.313;0;6
91.000038;0.0238168;0;-0.00978242;-4.313;0;6
91.500025;0.0234129;0;0.0127339;-4.313;0;6
92.000020;0.00559764;0;0.00169366;-4.313;0;6
92.500023;-0.0203191;0;-0.0100394;-4.313;0;6
93.000012;-0.0262477;0;-0.00396162;-4.313;0;6
93.500010;-0.00767288;0;0.0139189;-4.313;0;6
94.000031;-0.00979886;0;-0.0161258;-4.313;0;6
94.500033;-0.00272011;0;0.0156551;-4.313;0;6
95.000044;-0.004143;0;0.0121938;-4.313;0;6
95.500032;-0.0191266;0;0.0281227;-4.313;0;6
96.000044;-0.0182819;0;-0.00526422;-4.313;0;6
96.500023;-0.00324815;0;0.00170982;-4.313;0;6
97.000024;0.00425464;0;-0.00940322;-4.313;0;6
97.500028;0.0186183;0;-0.0138082;-4.313;0;6
98.000033;0.00927681;0;-0.000871095;-4.313;0;6
98.500026;0.00589636;0;0.00118574;-4.313;0;6
99.000028;-0.0115219;0;-0.0213375;-4.313;0;6
99.500027;-0.0349877;0;-0.00964915;-4.313;0;6
100.000027;0.0177148;0;0.0398818;-4.313;0;6
100.500015;0.0404532;0;-0.00830807;-4.313;0;6
101.000043;0.0107645;0;0.0193009;-4.313;0;6
101.500047;0.0294198;0;0.00839053;-4.313;0;6
102.000016;0.0108006;0;-0.000879367;-4.313;0;6
102.500042;-0.00538231;0;-0.00435532;-4.313;0;6
103.000021;-0.024935;0;-0.0475343;-4.313;0;6
103.500043;-0.0196596;0;0.0166156;-4.313;0;6
104.000043;-0.0298631;0;0.0094329;-4.313;0;6
104.500040;0.0114955;0;0.000975176;-4.313;0;6
105.000014;-0.0289235;0;-0.0164218;-4.313;0;6
105.500021;-0.0185836;0;-0.000316811;-4.313;0;6
106.000022;0.0121007;0;-0.000724474;-4.313;0;6
106.500016;0.00297553;0;0.0261354;-4.313;0;6
107.000031;-0.00524025;0;-0.00379491;-4.313;0;6
107.500034;-0.0136414;0;0.00190678;-4.313;0;6
108.000036;-0.036971;0;-0.00491862;-4.313;0;6
108.500024;-0.0318672;0;-0.0159519;-4.313;0;6
109.000015;0.0330938;0;0.0248156;-4.313;0;6
109.500020;0.00331407;0;-0.0051757;-4.313;0;6
110.000022;0.00919145;0;-0.017598;-4.313;0;6
110.500047;0.00442859;0;0.0208218;-4.313;0;6
111.000043;-0.00995353;0;0.0291575;-4.313;0;6
111.500041;-0.00880869;0;0.025535;-4.313;0;6
112.000043;-0.016594;0;0.00394389;-4.313;0;6
112.500021;0.0258589;0;0.00487296;-4.313;0;6
113.000029;-0.00511977;0;0.00655759;-4.313;0;6
113.500046;0.0260455;0;-0.0127279;-4.313;0;6
114.000047;-0.00124117;0;-0.0060622;-4.313;0;6
114.500000;-0.0139684;0;0.0130321;-4.313;0;6
115.000016;-0.0216577;0;0.00539732;-4.313;0;6
115.500019;0.0264904;0;-0.00981822;-4.313;0;6
116.000006;-0.0126088;0;0.0217116;-4.313;0;6
116.500039;-0.012777;0;-0.0485719;-4.313;0;6
117.000015;0.00607363;0;-0.0044634;-4.313;0;6
117.500047;-0.00661361;0;0.00588083;-4.313;0;6
118.000007;-0.0282589;0;-0.0249484;-4.313;0;6
118.500014;-0.00140268;0;0.0062376;-4.313;0;6
119.000023;-0.021765;0;0.00926869;-4.313;0;6
119.500029;0.00351283;0;0.0206456;-4.313;0;6
