time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;-6.152;0;6
0.500011;0;0;0;-6.152;0;6
1.000023;0;0;0;-6.152;0;6
1.500034;0;0;0;-6.152;0;6
2.000003;0;0;0;-6.152;0;6
2.500030;0;0;0;-6.152;0;6
3.000009;0;0;0;-6.152;0;6
3.500013;0;0;0;-6.152;0;6
4.000015;0;0;0;-6.152;0;6
4.500008;0;0;0;-6.152;0;6
5.000038;0;0;0;-6.152;0;6
5.500038;0;0;0;-6.152;0;6
6.000010;0;0;0;-6.152;0;6
6.500012;0;0;0;-6.152;0;6
7.000030;0;0;0;-6.152;0;6
7.500012;0;0;0;-6.152;0;6
8.000030;0;0;0;-6.152;0;6
8.500022;0;0;0;-6.152;0;6
9.000002;0;0;0;-6.152;0;6
9.500027;0;0;0;-6.152;0;6
10.000030;0;0;0;-6.152;0;6
10.500011;0;0;0;-6.152;0;6
11.000020;0;0;0;-6.152;0;6
11.500044;0;0;0;-6.152;0;6
12.000031;0;0;0;-6.152;0;6
12.500009;0;0;0;-6.152;0;6
13.000046;0;0;0;-6.152;0;6
13.500005;0;0;0;-6.152;0;6
14.000047;0;0;0;-6.152;0;6
14.500016;0;0;0;-6.152;0;6
15.000038;0;0;0;-6.152;0;6
15.500026;0;0;0;-6.152;0;6
16.000025;0;0;0;-6.152;0;6
16.500027;0;0;0;-6.152;0;6
17.000031;0;0;0;-6.152;0;6
17.500028;0;0;0;-6.152;0;6
18.000025;0;0;0;-6.152;0;6
18.500042;0;0;0;-6.152;0;6
19.000038;0;0;0;-6.152;0;6
19.500022;0;0;0;-6.152;0;6
20.000044;0;0;0;-6.152;0;6
20.500043;0;0;0;-6.152;0;6
21.000020;0;0;0;-6.152;0;6
21.500016;0;0;0;-6.152;0;6
22.000031;0;0;0;-6.152;0;6
22.500038;0;0;0;-6.152;0;6
23.000010;0;0;0;-6.152;0;6
23.500005;0;0;0;-6.152;0;6
24.000029;0;0;0;-6.152;0;6
24.500039;0;0;0;-6.152;0;6
25.000012;0;0;0;-6.152;0;6
25.500034;0;0;0;-6.152;0;6
26.000044;0;0;0;-6.152;0;6
26.500035;0;0;0;-6.152;0;6
27.000045;0;0;0;-6.152;0;6
27.500028;0;0;0;-6.152;0;6
28.000007;0;0;0;-6.152;0;6
28.500010;0;0;0;-6.152;0;6
29.000011;0;0;0;-6.152;0;6
29.500010;0;0;0;-6.152;0;6
30.000043;0;0;0;-6.152;0;6
30.500014;0;0;0;-6.152;0;6
31.000012;0;0;0;-6.152;0;6
31.500028;0;0;0;-6.152;0;6
32.000040;0;0;0;-6.152;0;6
32.500036;0;0;0;-6.152;0;6
33.000019;0;0;0;-6.152;0;6
33.500006;0;0;0;-6.152;0;6
34.000038;0;0;0;-6.152;0;6
34.500017;0;0;0;-6.152;0;6
35.000013;0;0;0;-6.152;0;6
35.500011;0;0;0;-6.152;0;6
36.000031;0;0;0;-6.152;0;6
36.500010;0;0;0;-6.152;0;6
37.000040;0;0;0;-6.152;0;6
37.500024;0;0;0;-6.152;0;6
38.000045;0;0;0;-6.152;0;6
38.500038;0;0;0;-6.152;0;6
39.000038;0;0;0;-6.152;0;6
39.500012;0;0;0;-6.152;0;6
40.000028;0;0;0;-6.152;0;6
40.500005;0;0;0;-6.152;0;6
41.000030;0;0;0;-6.152;0;6
41.500032;0;0;0;-6.152;0;6
42.000044;0;0;0;-6.152;0;6
42.500013;0;0;0;-6.152;0;6
43.000017;0;0;0;-6.152;0;6
43.500029;0;0;0;-6.152;0;6
44.000021;0;0;0;-6.152;0;6
44.500003;0;0;0;-6.152;0;6
45.000028;0;0;0;-6.152;0;6
45.500029;0;0;0;-6.152;0;6
46.000012;0;0;0;-6.152;0;6
46.500001;0;0;0;-6.152;0;6
47.000022;0;0;0;-6.152;0;6
47.500042;0;0;0;-6.152;0;6
48.000018;0;0;0;-6.152;0;6
48.500025;0;0;0;-6.152;0;6
49.000018;0;0;0;-6.152;0;6
49.500033;0;0;0;-6.152;0;6
50.000027;0;0;0;-6.152;0;6
50.500040;0;0;0;-6.152;0;6
51.000004;0;0;0;-6.152;0;6
51.500013;0;0;0;-6.152;0;6
52.000012;0;0;0;-6.152;0;6
52.500046;0;0;0;-6.152;0;6
53.000037;0;0;0;-6.152;0;6
53.500004;0;0;0;-6.152;0;6
54.000037;0;0;0;-6.152;0;6
54.500033;0;0;0;-6.152;0;6
55.000001;1.76137e-18;0;2.11763e-18;-6.152;0;6
55.500013;0;0;0;-6.152;0;6
56.000042;0;0;0;-6.152;0;6
56.500018;0;0;0;-6.152;0;6
57.000030;1.60748e-19;0;1.10809e-18;-6.152;0;6
57.500021;-5.69211e-20;0;3.32436e-19;-6.152;0;6
58.000045;9.69013e-18;0;-1.51649e-17;-6.152;0;6
58.500041;1.07801e-21;0;-1.23169e-21;-6.152;0;6
59.000041;-7.10666e-20;0;-7.68391e-20;-6.152;0;6
59.500004;-2.6504e-23;0;7.23916e-25;-6.152;0;6
60.000045;-6.34127e-19;0;-2.67712e-18;-6.152;0;6
60.500028;1.8717e-16;0;-2.49329e-16;-6.152;0;6
61.000033;1.59244e-16;0;-2.35922e-16;-6.152;0;6
61.500045;-9.68781e-17;0;-4.60394e-17;-6.152;0;6
62.000028;8.41072e-18;0;1.81279e-17;-6.152;0;6
62.500020;-8.33733e-17;0;-7.8148e-17;-6.152;0;6
63.000031;-2.09579e-16;0;-3.58017e-18;-6.152;0;6
63.500045;5.91715e-17;0;-5.66354e-16;-6.152;0;6
64.000003;-8.84051e-16;0;1.19559e-15;-6.152;0;6
64.500029;2.08243e-16;0;-8.23071e-16;-6.152;0;6
65.000033;1.38888e-15;0;-1.1839e-15;-6.152;0;6
65.500043;-4.63971e-16;0;1.45163e-16;-6.152;0;6
66.000038;-3.22736e-16;0;-6.62661e-16;-6.152;0;6
66.500036;-2.83345e-15;0;7.19167e-15;-6.152;0;6
67.000010;-1.45966e-15;0;1.10128e-15;-6.152;0;6
67.500018;8.69983e-16;0;-1.71022e-15;-6.152;0;6
68.000041;-1.63261e-15;0;4.99131e-16;-6.152;0;6
68.500017;-1.3386e-15;0;-6.5454e-16;-6.152;0;6
69.000030;-3.86164e-15;0;1.25254e-15;-6.152;0;6
69.500024;4.42388e-16;0;-5.86588e-15;-6.152;0;6
70.000028;-3.79028e-15;0;-5.70067e-15;-6.152;0;6
70.500032;1.52042e-16;0;-4.17765e-15;-6.152;0;6
71.000037;4.45451e-15;0;-7.15982e-15;-6.152;0;6
71.500025;-1.69071e-15;0;5.07263e-15;-6.152;0;6
72.000014;2.31776e-16;0;-1.95509e-15;-6.152;0;6
72.500012;-1.51737e-15;0;-8.22162e-16;-6.152;0;6
73.000039;1.38439e-15;0;-5.176e-15;-6.152;0;6
73.500002;2.85537e-16;0;1.19064e-15;-6.152;0;6
74.000008;-1.94113e-15;0;3.5801e-15;-6.152;0;6
