time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;-3.747;0;6
0.500011;0.0409157;0;-0.00810732;-3.747;0;6
1.000023;0.00855451;0;-0.00155859;-3.747;0;6
1.500034;0.00371959;0;-0.01504;-3.747;0;6
2.000003;-9.00136e-05;0;-0.0303414;-3.747;0;6
2.500030;-0.0109694;0;-0.0321668;-3.747;0;6
3.000009;0.00976512;0;-0.0272625;-3.747;0;6
3.500013;0.0171082;0;-0.00852476;-3.747;0;6
4.000015;-0.00299483;0;0.0040574;-3.747;0;6
4.500008;-0.00955067;0;0.00113468;-3.747;0;6
5.000038;-0.00600339;0;0.0113149;-3.747;0;6
5.500038;-0.0249828;0;0.00724726;-3.747;0;6
6.000010;0.0176;0;0.0180644;-3.747;0;6
6.500012;-0.000890907;0;-0.0205733;-3.747;0;6
7.000030;-0.028725;0;-0.0144831;-3.747;0;6
7.500012;0.0144431;0;-0.00113842;-3.747;0;6
8.000030;0.00440352;0;0.00155457;-3.747;0;6
8.500022;0.00146453;0;0.00198504;-3.747;0;6
9.000002;0.0041853;0;0.00710415;-3.747;0;6
9.500027;-0.0163329;0;-0.00689711;-3.747;0;6
10.000030;0.0211116;0;0.0100273;-3.747;0;6
10.500011;-0.0118485;0;0.0113905;-3.747;0;6
11.000020;-0.00240141;0;-0.00893811;-3.747;0;6
11.500044;-0.00701887;0;0.00526066;-3.747;0;6
12.000031;-0.00903925;0;-0.00343205;-3.747;0;6
12.500009;0.0144311;0;0.029148;-3.747;0;6
13.000046;-0.00988056;0;0.000388044;-3.747;0;6
13.500005;-0.014172;0;0.0108486;-3.747;0;6
14.000047;0.017108;0;-0.00588483;-3.747;0;6
14.500016;0.00291412;0;-0.0205768;-3.747;0;6
15.000038;-0.00349365;0;-0.00280763;-3.747;0;6
15.500026;0.00846041;0;0.00410563;-3.747;0;6
16.000025;0.0141683;0;-0.00409111;-3.747;0;6
16.500027;-0.0266512;0;0.00449748;-3.747;0;6
17.000031;0.0126094;0;0.00190085;-3.747;0;6
17.500028;0.0105197;0;-0.00733101;-3.747;0;6
18.000025;-0.0230387;0;0.0100467;-3.747;0;6
18.500042;0.0153057;0;-0.00758405;-3.747;0;6
19.000038;0.00128165;0;0.0116703;-3.747;0;6
19.500022;0.00587128;0;0.00624911;-3.747;0;6
20.000044;0.0115737;0;-0.00984374;-3.747;0;6
20.500043;0.00173482;0;0.0185988;-3.747;0;6
21.000020;-0.00592439;0;-0.0043846;-3.747;0;6
21.500016;-0.0181147;0;0.000603067;-3.747;0;6
22.000031;0.0102791;0;0.00911234;-3.747;0;6
22.500038;0.0200997;0;-0.0150803;-3.747;0;6
23.000010;-0.0197605;0;-0.00448127;-3.747;0;6
23.500005;-0.0234485;0;0.00728839;-3.747;0;6
24.000029;-0.000847955;0;0.0021444;-3.747;0;6
24.500039;0.0137289;0;0.00222277;-3.747;0;6
25.000012;0.000575049;0;-0.00865299;-3.747;0;6
25.500034;-0.00399322;0;0.00356287;-3.747;0;6
26.000044;-0.010662;0;-0.00236143;-3.747;0;6
26.500035;0.00555203;0;0.00801762;-3.747;0;6
27.000045;0.00620603;0;0.00910498;-3.747;0;6
27.500028;-0.00813276;0;0.0080739;-3.747;0;6
28.000007;-0.000242492;0;0.000401221;-3.747;0;6
28.500010;0.0148333;0;0.0113677;-3.747;0;6
29.000011;-0.0108102;0;-0.00983582;-3.747;0;6
29.500010;0.0172969;0;0.000651261;-3.747;0;6
30.000043;0.0109593;0;-0.00804154;-3.747;0;6
30.500014;-0.00553547;0;0.0122917;-3.747;0;6
31.000012;-0.011838;0;-0.0069255;-3.747;0;6
31.500028;0.00296577;0;0.0140695;-3.747;0;6
32.000040;0.00241582;0;-0.0111891;-3.747;0;6
32.500036;-0.0100402;0;-0.00468616;-3.747;0;6
33.000019;0.00501827;0;0.0116272;-3.747;0;6
33.500006;-0.00635514;0;-0.010634;-3.747;0;6
34.000038;-0.0126377;0;-0.0148906;-3.747;0;6
34.500017;0.00759182;0;-0.00147133;-3.747;0;6
35.000013;-0.0163353;0;-0.00647583;-3.747;0;6
35.500011;-0.0063254;0;-0.0170976;-3.747;0;6
36.000031;0.031533;0;0.00543062;-3.747;0;6
36.500010;0.00132471;0;-0.0200365;-3.747;0;6
37.000040;-0.00521267;0;0.0117087;-3.747;0;6
37.500024;-0.00893708;0;-0.00408275;-3.747;0;6
38.000045;0.00445622;0;0.0156065;-3.747;0;6
