xloc,zvavg
0.625000,-0.094759
0.657000,-0.101912
0.689000,-0.101580
0.721000,-0.098971
0.754000,-0.107174
0.786000,-0.098328
0.818000,-0.101468
0.850000,-0.108907
0.882000,-0.113137
0.914000,-0.106349
0.946000,-0.107903
0.978000,-0.110611
1.010000,-0.111114
1.042000,-0.106637
1.074000,-0.104095
1.106000,-0.103939
1.138000,-0.103604
1.170000,-0.105006
1.202000,-0.098112
1.234000,-0.102170
1.267000,-0.102232
1.299000,-0.100243
1.331000,-0.098169
1.363000,-0.102449
1.395000,-0.103311
1.427000,-0.103643
1.459000,-0.102179
1.491000,-0.097243
1.523000,-0.095345
1.555000,-0.094543
1.587000,-0.088610
1.619000,-0.092435
1.651000,-0.092163
1.683000,-0.095975
1.715000,-0.093195
1.747000,-0.091011
1.780000,-0.091617
1.812000,-0.089616
1.844000,-0.084274
1.876000,-0.081384
1.908000,-0.083629
1.940000,-0.080271
1.972000,-0.079121
2.004000,-0.080914
2.036000,-0.079247
2.068000,-0.079901
2.100000,-0.078169
2.132000,-0.077363
2.164000,-0.070495
2.196000,-0.075373
2.228000,-0.073463
2.261000,-0.073692
2.293000,-0.075306
2.325000,-0.072308
2.357000,-0.070835
2.389000,-0.070626
2.421000,-0.070593
2.453000,-0.069816
2.485000,-0.067779
2.517000,-0.064567
2.549000,-0.065874
2.581000,-0.063241
2.613000,-0.063304
2.645000,-0.061452
2.677000,-0.058218
2.709000,-0.056125
2.741000,-0.055943
2.774000,-0.058489
2.806000,-0.057169
2.838000,-0.051598
2.870000,-0.056392
2.902000,-0.055552
2.934000,-0.055443
2.966000,-0.054083
2.998000,-0.050096
3.030000,-0.042919
3.062000,-0.047593
3.094000,-0.049037
3.126000,-0.050516
3.158000,-0.046875
3.190000,-0.042142
3.222000,-0.041225
3.255000,-0.039948
3.287000,-0.037976
3.319000,-0.039495
3.351000,-0.038168
3.383000,-0.038536
3.415000,-0.037336
3.447000,-0.033443
3.479000,-0.027934
3.511000,-0.028318
3.543000,-0.029356
3.575000,-0.027405
3.607000,-0.024712
3.639000,-0.020809
3.671000,-0.021258
3.703000,-0.021119
3.735000,-0.020431
3.768000,-0.017816
3.800000,-0.018880
3.832000,-0.019655
3.864000,-0.021974
3.896000,-0.022241
3.928000,-0.022037
3.960000,-0.021955
3.992000,-0.028520
4.024000,-0.021209
4.056000,-0.021788
4.088000,-0.024533
4.120000,-0.021919
4.152000,-0.019670
4.184000,-0.021565
4.216000,-0.023746
4.248000,-0.021866
4.281000,-0.019149
4.313000,-0.015694
4.345000,-0.014004
4.377000,-0.013154
4.409000,-0.014884
4.441000,-0.011957
4.473000,-0.009989
4.505000,-0.013797
4.537000,-0.016213
4.569000,-0.013749
4.601000,-0.009157
4.633000,-0.011187
4.665000,-0.010275
4.697000,-0.010429
4.729000,-0.007623
4.762000,-0.006543
4.794000,-0.005373
4.826000,-0.000980
4.858000,-0.000573
4.890000,0.000328
4.922000,0.002253
4.954000,0.002512
4.986000,0.002290
5.018000,0.002305
5.050000,-0.000558
5.082000,-0.001606
5.114000,-0.002011
5.146000,-0.000646
5.178000,-0.002681
5.210000,-0.001002
5.242000,-0.000234
5.275000,-0.001040
5.307000,-0.002611
5.339000,-0.004530
5.371000,-0.005503
5.403000,-0.004181
5.435000,-0.001738
5.467000,-0.000674
5.499000,-0.001556
5.531000,-0.000836
5.563000,0.001385
5.595000,0.001301
5.627000,0.000376
5.659000,0.000308
5.691000,0.000746
5.723000,-0.000278
5.756000,-0.000848
5.788000,-0.001612
5.820000,0.000233
5.852000,0.002449
5.884000,0.003983
5.916000,0.004287
5.948000,0.004610
5.980000,0.003153
6.012000,-0.000278
6.044000,-0.000867
6.076000,-0.001042
6.108000,0.000000
6.140000,0.000000
6.172000,0.000000
6.204000,0.000000
6.236000,0.000000
6.269000,0.000000
6.301000,0.000000
6.333000,0.000000
6.365000,0.000000
6.397000,0.000000
6.429000,0.000000
6.461000,0.000000
6.493000,0.000000
6.525000,0.000000
6.557000,0.000000
6.589000,0.000000
6.621000,0.000000
6.653000,0.000000
6.685000,0.000000
6.717000,0.000000
6.749000,0.000000
6.782000,0.000000
6.814000,0.000000
6.846000,0.000000
6.878000,0.000000
6.910000,0.000000
6.942000,0.000000
6.974000,0.000000
7.006000,0.000000
7.038000,0.000000
7.070000,0.000000
7.102000,0.000000
7.134000,0.000000
7.166000,0.000000
7.198000,0.000000
7.230000,0.000000
7.263000,0.000000
7.295000,0.000000
7.327000,0.000000
7.359000,0.000000
7.391000,0.000000
7.423000,0.000000
7.455000,0.000000
7.487000,0.000000
7.519000,0.000000
7.551000,0.000000
7.583000,0.000000
7.615000,0.000000
7.647000,0.000000
7.679000,0.000000
7.711000,0.000000
7.743000,0.000000
7.776000,0.000000
7.808000,0.000000
7.840000,0.000000
7.872000,0.000000
7.904000,0.000000
7.936000,0.000000
7.968000,0.000000
