xloc,vavg
-7.000000,0.000000
-6.859000,0.000000
-6.717000,0.000000
-6.576000,0.000000
-6.434000,0.000000
-6.293000,0.000000
-6.152000,0.000000
-6.010000,-0.000071
-5.869000,-0.000883
-5.727000,-0.002064
-5.586000,-0.002729
-5.444000,-0.002855
-5.303000,-0.002824
-5.162000,-0.002837
-5.020000,-0.002494
-4.879000,-0.001988
-4.737000,-0.001514
-4.596000,-0.001068
-4.455000,-0.000867
-4.313000,-0.000998
-4.172000,-0.001016
-4.030000,-0.000304
-3.889000,-0.009961
-3.747000,-0.012192
-3.606000,-0.014333
-3.465000,-0.016615
-3.323000,-0.023526
-3.182000,-0.060356
-3.040000,-0.076024
-2.899000,-0.097534
-2.758000,-0.100213
-2.616000,-0.103071
-2.475000,-0.105372
-2.333000,-0.106432
-2.192000,-0.106544
-2.051000,-0.105560
-1.909000,-0.104036
-1.768000,-0.103029
-1.626000,-0.102674
-1.485000,-0.101628
-1.343000,-0.109282
-1.202000,-0.113634
-1.061000,-0.114476
-0.919000,-0.122499
-0.778000,-0.118148
-0.636000,-0.120503
-0.495000,-0.120012
-0.354000,-0.117390
-0.212000,-0.008890
-0.071000,1.378819
0.071000,1.201642
0.212000,-0.014100
0.354000,-0.086219
0.495000,-0.085460
0.636000,-0.085101
0.778000,-0.083842
0.919000,-0.081996
1.061000,-0.081339
1.202000,-0.083373
1.343000,-0.083929
1.485000,-0.082612
1.626000,-0.080761
1.768000,-0.080617
1.909000,-0.080364
2.051000,-0.079256
2.192000,-0.074314
2.333000,-0.057256
2.475000,-0.036268
2.616000,-0.021542
2.758000,-0.021677
2.899000,-0.022383
3.040000,-0.021408
3.182000,-0.020508
3.323000,-0.019869
3.465000,-0.016724
3.606000,-0.012389
3.747000,-0.011118
3.889000,-0.009937
4.030000,-0.009271
4.172000,-0.008606
4.313000,-0.007719
4.455000,-0.006753
4.596000,-0.005700
4.737000,-0.004606
4.879000,-0.003618
5.020000,-0.002932
5.162000,-0.002330
5.303000,-0.001637
5.444000,-0.000845
5.586000,-0.000070
5.727000,0.000263
5.869000,0.000141
6.010000,-0.000037
6.152000,0.000000
6.293000,0.000000
6.434000,0.000000
6.576000,0.000000
6.717000,0.000000
6.859000,0.000000
