xloc,vavg
-4.633000,-0.005206
-4.601000,-0.005316
-4.569000,-0.005486
-4.537000,-0.005745
-4.505000,-0.006054
-4.473000,-0.006432
-4.441000,-0.006846
-4.409000,-0.007349
-4.377000,-0.007958
-4.345000,-0.008829
-4.313000,-0.009925
-4.281000,-0.011106
-4.248000,-0.012304
-4.216000,-0.013394
-4.184000,-0.014458
-4.152000,-0.015544
-4.120000,-0.016713
-4.088000,-0.017954
-4.056000,-0.019242
-4.024000,-0.020528
-3.992000,-0.021771
-3.960000,-0.022960
-3.928000,-0.024076
-3.896000,-0.025097
-3.864000,-0.026007
-3.832000,-0.026844
-3.800000,-0.027664
-3.768000,-0.028527
-3.735000,-0.030175
-3.703000,-0.034416
-3.671000,-0.039248
-3.639000,-0.040988
-3.607000,-0.041390
-3.575000,-0.041862
-3.543000,-0.042375
-3.511000,-0.043608
-3.479000,-0.048824
-3.447000,-0.052251
-3.415000,-0.052927
-3.383000,-0.053568
-3.351000,-0.053911
-3.319000,-0.054206
-3.287000,-0.054437
-3.255000,-0.054756
-3.222000,-0.055102
-3.190000,-0.055583
-3.158000,-0.056154
-3.126000,-0.056793
-3.094000,-0.057442
-3.062000,-0.058034
-3.030000,-0.058608
-2.998000,-0.059113
-2.966000,-0.059784
-2.934000,-0.063786
-2.902000,-0.075183
-2.870000,-0.080855
-2.838000,-0.081351
-2.806000,-0.081492
-2.774000,-0.081690
-2.741000,-0.082000
-2.709000,-0.082478
-2.677000,-0.082736
-2.645000,-0.082707
-2.613000,-0.085524
-2.581000,-0.096360
-2.549000,-0.102946
-2.517000,-0.103271
-2.485000,-0.103194
-2.453000,-0.103112
-2.421000,-0.103126
-2.389000,-0.103350
-2.357000,-0.103372
-2.325000,-0.104027
-2.293000,-0.106106
-2.261000,-0.107651
-2.228000,-0.108358
-2.196000,-0.108776
-2.164000,-0.108940
-2.132000,-0.109221
-2.100000,-0.114205
-2.068000,-0.125697
-2.036000,-0.129731
-2.004000,-0.129578
-1.972000,-0.129268
-1.940000,-0.129087
-1.908000,-0.128942
-1.876000,-0.128870
-1.844000,-0.128787
-1.812000,-0.128728
-1.780000,-0.128528
-1.747000,-0.128173
-1.715000,-0.127709
-1.683000,-0.127176
-1.651000,-0.126626
-1.619000,-0.126102
-1.587000,-0.125718
-1.555000,-0.125466
-1.523000,-0.125536
-1.491000,-0.126115
-1.459000,-0.127386
-1.427000,-0.128836
-1.395000,-0.128786
-1.363000,-0.128457
-1.331000,-0.128010
-1.299000,-0.127554
-1.267000,-0.127264
-1.234000,-0.127096
-1.202000,-0.127196
-1.170000,-0.127343
-1.138000,-0.127336
-1.106000,-0.127299
-1.074000,-0.127966
-1.042000,-0.125618
-1.010000,-0.130797
-0.978000,-0.135363
-0.946000,-0.134185
-0.914000,-0.134161
-0.882000,-0.133902
-0.850000,-0.132205
-0.818000,-0.120796
-0.786000,-0.114000
-0.754000,-0.114185
-0.721000,-0.115290
-0.689000,-0.116379
-0.657000,-0.117397
-0.625000,-0.118426
-0.593000,-0.119322
-0.561000,-0.120206
-0.529000,-0.121242
-0.497000,-0.121054
-0.465000,-0.113553
-0.433000,-0.106628
-0.401000,-0.105902
-0.369000,-0.106256
-0.337000,-0.107010
-0.305000,-0.104676
-0.273000,-0.092767
-0.240000,-0.052222
-0.208000,-0.008607
-0.176000,0.092405
-0.144000,0.730432
-0.112000,1.388088
-0.080000,1.490311
-0.048000,1.493940
-0.016000,1.497453
0.016000,1.495541
0.048000,1.500018
0.080000,1.463072
0.112000,1.052711
0.144000,0.245963
0.176000,0.003466
0.208000,-0.012248
0.240000,-0.031685
0.273000,-0.036632
0.305000,-0.040321
0.337000,-0.053167
0.369000,-0.060043
0.401000,-0.060735
0.433000,-0.060810
0.465000,-0.060879
0.497000,-0.060933
0.529000,-0.061024
0.561000,-0.061048
0.593000,-0.061123
0.625000,-0.061095
0.657000,-0.061117
0.689000,-0.060985
0.721000,-0.060645
0.754000,-0.061087
0.786000,-0.064657
0.818000,-0.063820
0.850000,-0.061232
0.882000,-0.061109
0.914000,-0.060944
0.946000,-0.060628
0.978000,-0.060131
1.010000,-0.059536
1.042000,-0.058881
1.074000,-0.058217
1.106000,-0.057693
1.138000,-0.057466
1.170000,-0.059718
1.202000,-0.065100
1.234000,-0.068720
1.267000,-0.069640
1.299000,-0.070154
1.331000,-0.070692
1.363000,-0.071249
1.395000,-0.071759
1.427000,-0.072209
1.459000,-0.072608
1.491000,-0.072976
1.523000,-0.073324
1.555000,-0.073648
1.587000,-0.073953
1.619000,-0.074250
1.651000,-0.074561
1.683000,-0.074879
1.715000,-0.075174
1.747000,-0.075422
1.780000,-0.075634
1.812000,-0.075819
1.844000,-0.076006
1.876000,-0.076188
1.908000,-0.076385
1.940000,-0.076610
1.972000,-0.076875
2.004000,-0.077159
2.036000,-0.077436
2.068000,-0.077711
2.100000,-0.077970
2.132000,-0.078208
2.164000,-0.078382
2.196000,-0.078526
2.228000,-0.078638
2.261000,-0.078767
2.293000,-0.078960
2.325000,-0.079235
2.357000,-0.079599
2.389000,-0.080180
2.421000,-0.080722
2.453000,-0.078324
2.485000,-0.069944
2.517000,-0.067284
2.549000,-0.068594
2.581000,-0.069421
2.613000,-0.070083
2.645000,-0.070610
2.677000,-0.071055
2.709000,-0.071457
2.741000,-0.071851
2.774000,-0.072326
2.806000,-0.072782
2.838000,-0.073249
2.870000,-0.073675
2.902000,-0.074117
2.934000,-0.074496
2.966000,-0.074766
2.998000,-0.074495
3.030000,-0.068077
3.062000,-0.057319
3.094000,-0.054511
3.126000,-0.054468
3.158000,-0.054524
3.190000,-0.054566
3.222000,-0.054569
3.255000,-0.054556
3.287000,-0.054118
3.319000,-0.051972
3.351000,-0.048190
3.383000,-0.046330
3.415000,-0.046207
3.447000,-0.045941
3.479000,-0.045399
3.511000,-0.044790
3.543000,-0.044054
3.575000,-0.043300
3.607000,-0.042532
3.639000,-0.041757
3.671000,-0.040914
3.703000,-0.039977
3.735000,-0.038903
3.768000,-0.037644
3.800000,-0.036218
3.832000,-0.034622
3.864000,-0.032884
3.896000,-0.031092
3.928000,-0.029176
3.960000,-0.026920
3.992000,-0.023850
4.024000,-0.019129
4.056000,-0.015620
4.088000,-0.013975
4.120000,-0.012597
4.152000,-0.011505
4.184000,-0.010662
4.216000,-0.010066
4.248000,-0.009649
4.281000,-0.009365
4.313000,-0.009190
4.345000,-0.009074
4.377000,-0.008984
4.409000,-0.008892
4.441000,-0.008784
4.473000,-0.008649
4.505000,-0.008484
4.537000,-0.008297
4.569000,-0.008092
4.601000,-0.007871
4.633000,-0.007636
4.665000,-0.007381
4.697000,-0.007103
4.729000,-0.006808
4.762000,-0.006494
4.794000,-0.006196
4.826000,-0.005913
4.858000,-0.005647
4.890000,-0.005390
4.922000,-0.005150
4.954000,-0.004922
4.986000,-0.004698
5.018000,-0.004476
5.050000,-0.004261
5.082000,-0.004056
5.114000,-0.003852
5.146000,-0.003633
5.178000,-0.003398
5.210000,-0.003141
5.242000,-0.002859
5.275000,-0.002540
5.307000,-0.002215
5.339000,-0.001873
5.371000,-0.001528
5.403000,-0.001180
5.435000,-0.000841
5.467000,-0.000524
5.499000,-0.000234
5.531000,0.000023
5.563000,0.000251
5.595000,0.000453
5.627000,0.000639
5.659000,0.000822
5.691000,0.001008
5.723000,0.001197
5.756000,0.001401
5.788000,0.001603
5.820000,0.001812
5.852000,0.002022
5.884000,0.002235
5.916000,0.002456
5.948000,0.002686
5.980000,0.002926
6.012000,0.003177
6.044000,0.003433
6.076000,0.003687
6.108000,0.003938
6.140000,0.004181
6.172000,0.004409
6.204000,0.004628
6.236000,0.004851
6.269000,0.005105
6.301000,0.005373
6.333000,0.005644
6.365000,0.005863
6.397000,0.005991
6.429000,0.005920
6.461000,0.005566
6.493000,0.004916
6.525000,0.004183
6.557000,0.004080
6.589000,0.004177
6.621000,0.003791
6.653000,0.003201
6.685000,0.002736
6.717000,0.002754
6.749000,0.002606
6.782000,0.002194
6.814000,0.001849
6.846000,0.001444
6.878000,0.001334
6.910000,0.001406
6.942000,0.001308
6.974000,0.001228
7.006000,0.001193
7.038000,0.001157
7.070000,0.001096
7.102000,0.001016
7.134000,0.000788
7.166000,0.001024
7.198000,0.002762
7.230000,0.003970
7.263000,0.003999
7.295000,0.004065
7.327000,0.003610
7.359000,0.002563
7.391000,0.001973
7.423000,0.001831
7.455000,0.001712
7.487000,0.001514
7.519000,0.001063
7.551000,0.000613
7.583000,0.000309
7.615000,0.000066
7.647000,0.000001
7.679000,0.000000
7.711000,0.000000
7.743000,0.000000
7.776000,0.000000
7.808000,0.000000
7.840000,0.000000
7.872000,0.000000
7.904000,0.000000
7.936000,0.000000
7.968000,0.000000
