xloc,vavg
-8.000000,0.000000
-7.968000,0.000000
-7.936000,0.000000
-7.904000,0.000000
-7.872000,0.000000
-7.840000,0.000000
-7.808000,0.000000
-7.776000,0.000000
-7.743000,0.000000
-7.711000,0.000000
-7.679000,-0.000000
-7.647000,-0.000052
-7.615000,-0.000531
-7.583000,-0.001691
-7.551000,-0.002677
-7.519000,-0.003007
-7.487000,-0.002838
-7.455000,-0.001813
-7.423000,0.000125
-7.391000,0.001711
-7.359000,0.002047
-7.327000,0.002063
-7.295000,0.002128
-7.263000,0.002226
-7.230000,0.002384
-7.198000,0.002591
-7.166000,0.002833
-7.134000,0.003098
-7.102000,0.003370
-7.070000,0.003655
-7.038000,0.003938
-7.006000,0.004216
-6.974000,0.004458
-6.942000,0.004639
-6.910000,0.004740
-6.878000,0.004751
-6.846000,0.004662
-6.814000,0.004503
-6.782000,0.004323
-6.749000,0.004117
-6.717000,0.003877
-6.685000,0.003602
-6.653000,0.003366
-6.621000,0.003232
-6.589000,0.003193
-6.557000,0.003114
-6.525000,0.002763
-6.493000,0.002487
-6.461000,0.002495
-6.429000,0.002565
-6.397000,0.002422
-6.365000,0.002087
-6.333000,0.001927
-6.301000,0.001882
-6.269000,0.001849
-6.236000,0.001813
-6.204000,0.001735
-6.172000,0.001467
-6.140000,0.001098
-6.108000,0.000877
-6.076000,0.000738
-6.044000,0.000580
-6.012000,0.000391
-5.980000,0.000155
-5.948000,0.000183
-5.916000,0.000599
-5.884000,0.000734
-5.852000,0.000551
-5.820000,0.000466
-5.788000,0.000410
-5.756000,0.000379
-5.723000,0.000389
-5.691000,0.000430
-5.659000,0.000501
-5.627000,0.000591
-5.595000,0.000680
-5.563000,0.000743
-5.531000,0.000764
-5.499000,0.000725
-5.467000,0.000622
-5.435000,0.000454
-5.403000,0.000235
-5.371000,-0.000012
-5.339000,-0.000269
-5.307000,-0.000519
-5.275000,-0.000754
-5.242000,-0.000970
-5.210000,-0.001155
-5.178000,-0.001326
-5.146000,-0.001496
-5.114000,-0.001677
-5.082000,-0.001893
-5.050000,-0.002157
-5.018000,-0.002479
-4.986000,-0.002854
-4.954000,-0.003271
-4.922000,-0.003706
-4.890000,-0.004123
-4.858000,-0.004491
-4.826000,-0.004783
-4.794000,-0.004988
-4.762000,-0.005098
-4.729000,-0.005142
-4.697000,-0.005145
-4.665000,-0.005164
