xloc,vavg
-4.000000,-0.000266
-3.984000,-0.000291
-3.968000,-0.000314
-3.952000,-0.000333
-3.936000,-0.000349
-3.920000,-0.000360
-3.904000,-0.000367
-3.888000,-0.000373
-3.872000,-0.000374
-3.856000,-0.000373
-3.840000,-0.000369
-3.824000,-0.000370
-3.808000,-0.000365
-3.792000,-0.000363
-3.776000,-0.000358
-3.760000,-0.000357
-3.743000,-0.000346
-3.727000,-0.000334
-3.711000,-0.000313
-3.695000,-0.000284
-3.679000,-0.000231
-3.663000,-0.000162
-3.647000,-0.000071
-3.631000,0.000044
-3.615000,0.000197
-3.599000,0.000376
-3.583000,0.000584
-3.567000,0.000825
-3.551000,0.001111
-3.535000,0.001419
-3.519000,0.001755
-3.503000,0.002095
-3.487000,0.002318
-3.471000,0.001558
-3.455000,-0.001212
-3.439000,-0.006271
-3.423000,-0.011546
-3.407000,-0.014504
-3.391000,-0.015513
-3.375000,-0.015369
-3.359000,-0.015188
-3.343000,-0.014952
-3.327000,-0.014783
-3.311000,-0.014605
-3.295000,-0.014449
-3.279000,-0.014337
-3.263000,-0.014178
-3.246000,-0.014107
-3.230000,-0.013959
-3.214000,-0.013941
-3.198000,-0.013815
-3.182000,-0.013828
-3.166000,-0.013755
-3.150000,-0.013800
-3.134000,-0.013784
-3.118000,-0.013862
-3.102000,-0.013923
-3.086000,-0.014034
-3.070000,-0.014182
-3.054000,-0.014337
-3.038000,-0.014592
-3.022000,-0.014809
-3.006000,-0.015194
-2.990000,-0.015505
-2.974000,-0.016034
-2.958000,-0.016482
-2.942000,-0.017161
-2.926000,-0.017752
-2.910000,-0.018550
-2.894000,-0.019291
-2.878000,-0.020146
-2.862000,-0.020925
-2.846000,-0.021686
-2.830000,-0.022456
-2.814000,-0.023753
-2.798000,-0.026686
-2.782000,-0.031517
-2.766000,-0.037134
-2.749000,-0.040637
-2.733000,-0.042044
-2.717000,-0.041988
-2.701000,-0.042133
-2.685000,-0.042184
-2.669000,-0.042492
-2.653000,-0.042724
-2.637000,-0.042991
-2.621000,-0.043364
-2.605000,-0.043512
-2.589000,-0.043919
-2.573000,-0.043963
-2.557000,-0.044389
-2.541000,-0.044372
-2.525000,-0.044731
-2.509000,-0.044741
-2.493000,-0.045024
-2.477000,-0.045091
-2.461000,-0.045255
-2.445000,-0.045405
-2.429000,-0.045449
-2.413000,-0.045652
-2.397000,-0.045616
-2.381000,-0.045880
-2.365000,-0.045795
-2.349000,-0.046094
-2.333000,-0.045995
-2.317000,-0.046285
-2.301000,-0.046203
-2.285000,-0.046421
-2.269000,-0.046411
-2.253000,-0.046532
-2.236000,-0.046649
-2.220000,-0.046633
-2.204000,-0.046875
-2.188000,-0.046768
-2.172000,-0.047067
-2.156000,-0.046913
-2.140000,-0.047197
-2.124000,-0.047077
-2.108000,-0.047309
-2.092000,-0.047282
-2.076000,-0.047439
-2.060000,-0.047526
-2.044000,-0.047583
-2.028000,-0.047768
-2.012000,-0.047727
-1.996000,-0.047975
-1.980000,-0.047885
-1.964000,-0.048180
-1.948000,-0.048084
-1.932000,-0.048393
-1.916000,-0.048320
-1.900000,-0.048578
-1.884000,-0.048569
-1.868000,-0.048730
-1.852000,-0.048830
-1.836000,-0.048902
-1.820000,-0.049126
-1.804000,-0.049113
-1.788000,-0.049441
-1.772000,-0.049347
-1.756000,-0.049698
-1.739000,-0.049591
-1.723000,-0.049860
-1.707000,-0.049815
-1.691000,-0.049979
-1.675000,-0.050026
-1.659000,-0.050063
-1.643000,-0.050196
-1.627000,-0.050085
-1.611000,-0.050267
-1.595000,-0.050051
-1.579000,-0.050231
-1.563000,-0.049990
-1.547000,-0.050148
-1.531000,-0.049935
-1.515000,-0.050037
-1.499000,-0.049889
-1.483000,-0.049879
-1.467000,-0.049822
-1.451000,-0.049693
-1.435000,-0.049730
-1.419000,-0.049524
-1.403000,-0.049647
-1.387000,-0.049395
-1.371000,-0.049565
-1.355000,-0.049294
-1.339000,-0.049422
-1.323000,-0.049192
-1.307000,-0.049218
-1.291000,-0.049078
-1.275000,-0.049001
-1.259000,-0.048973
-1.242000,-0.048771
-1.226000,-0.048867
-1.210000,-0.048552
-1.194000,-0.048656
-1.178000,-0.048306
-1.162000,-0.048346
-1.146000,-0.048041
-1.130000,-0.048003
-1.114000,-0.047783
-1.098000,-0.047647
-1.082000,-0.047527
-1.066000,-0.047269
-1.050000,-0.047230
-1.034000,-0.046872
-1.018000,-0.046877
-1.002000,-0.046495
-0.986000,-0.046507
-0.970000,-0.046152
-0.954000,-0.046141
-0.938000,-0.045852
-0.922000,-0.045759
-0.906000,-0.045573
-0.890000,-0.045381
-0.874000,-0.045305
-0.858000,-0.045045
-0.842000,-0.045086
-0.826000,-0.044811
-0.810000,-0.044925
-0.794000,-0.044665
-0.778000,-0.044850
-0.762000,-0.044753
-0.745000,-0.045000
-0.729000,-0.045178
-0.713000,-0.045355
-0.697000,-0.045596
-0.681000,-0.045584
-0.665000,-0.045836
-0.649000,-0.045770
-0.633000,-0.046082
-0.617000,-0.046017
-0.601000,-0.046340
-0.585000,-0.046338
-0.569000,-0.046602
-0.553000,-0.046657
-0.537000,-0.046835
-0.521000,-0.046991
-0.505000,-0.047039
-0.489000,-0.047284
-0.473000,-0.047267
-0.457000,-0.047591
-0.441000,-0.047476
-0.425000,-0.047801
-0.409000,-0.047695
-0.393000,-0.047914
-0.377000,-0.047791
-0.361000,-0.047875
-0.345000,-0.047875
-0.329000,-0.047753
-0.313000,-0.047701
-0.297000,-0.047383
-0.281000,-0.047089
-0.265000,-0.044002
-0.248000,-0.035426
-0.232000,-0.021579
-0.216000,-0.009112
-0.200000,-0.002346
-0.184000,-0.000412
