xloc,vavg
-0.168000,-0.000950
-0.152000,-0.002311
-0.136000,-0.003575
-0.120000,-0.003452
-0.104000,-0.002061
-0.088000,-0.000440
-0.072000,0.000733
-0.056000,0.001305
-0.040000,0.001571
-0.024000,0.001682
-0.008000,0.001822
0.008000,0.002026
0.024000,0.002316
0.040000,0.002614
0.056000,0.002715
0.072000,0.002291
0.088000,0.001242
0.104000,-0.000010
0.120000,-0.000614
0.136000,-0.000510
0.152000,-0.000210
0.168000,-0.000343
0.184000,-0.002394
0.200000,-0.008048
0.216000,-0.017324
0.232000,-0.026307
0.248000,-0.031180
0.265000,-0.032950
0.281000,-0.033185
0.297000,-0.033344
0.313000,-0.033652
0.329000,-0.033769
0.345000,-0.034009
0.361000,-0.033928
0.377000,-0.034100
0.393000,-0.033987
0.409000,-0.034112
0.425000,-0.033967
0.441000,-0.033982
0.457000,-0.033883
0.473000,-0.033797
0.489000,-0.033786
0.505000,-0.033638
0.521000,-0.033701
0.537000,-0.033504
0.553000,-0.033623
0.569000,-0.033426
0.585000,-0.033507
0.601000,-0.033340
0.617000,-0.033372
0.633000,-0.033340
0.649000,-0.033306
0.665000,-0.033340
0.681000,-0.033231
0.697000,-0.033336
0.713000,-0.033148
0.729000,-0.033229
0.745000,-0.033024
0.762000,-0.033067
0.778000,-0.032930
0.794000,-0.032917
0.810000,-0.032871
0.826000,-0.032800
0.842000,-0.032832
0.858000,-0.032715
0.874000,-0.032824
0.890000,-0.032707
0.906000,-0.032871
0.922000,-0.032814
0.938000,-0.033020
0.954000,-0.033038
0.970000,-0.033239
0.986000,-0.033365
1.002000,-0.033533
1.018000,-0.033768
1.034000,-0.033905
1.050000,-0.034255
1.066000,-0.034362
1.082000,-0.034769
1.098000,-0.034867
1.114000,-0.035265
1.130000,-0.035367
1.146000,-0.035685
1.162000,-0.035853
1.178000,-0.036062
1.194000,-0.036290
1.210000,-0.036390
1.226000,-0.036680
1.242000,-0.036672
1.259000,-0.036965
1.275000,-0.036904
1.291000,-0.037140
1.307000,-0.037073
1.323000,-0.037206
1.339000,-0.037209
1.355000,-0.037236
1.371000,-0.037279
1.387000,-0.037197
1.403000,-0.037296
1.419000,-0.037127
1.435000,-0.037236
1.451000,-0.037033
1.467000,-0.037141
1.483000,-0.036944
1.499000,-0.037009
1.515000,-0.036861
1.531000,-0.036858
1.547000,-0.036769
1.563000,-0.036676
1.579000,-0.036667
1.595000,-0.036497
1.611000,-0.036557
1.627000,-0.036342
1.643000,-0.036447
1.659000,-0.036209
1.675000,-0.036298
1.691000,-0.036089
1.707000,-0.036113
1.723000,-0.035969
1.739000,-0.035916
1.756000,-0.035881
1.772000,-0.035716
1.788000,-0.035765
1.804000,-0.035541
1.820000,-0.035619
1.836000,-0.035350
1.852000,-0.035394
1.868000,-0.035154
1.884000,-0.035133
1.900000,-0.034913
1.916000,-0.034798
1.932000,-0.034615
1.948000,-0.034337
1.964000,-0.034109
1.980000,-0.033673
1.996000,-0.033381
2.012000,-0.032732
2.028000,-0.032288
2.044000,-0.031552
2.060000,-0.031030
2.076000,-0.030236
2.092000,-0.029761
2.108000,-0.029256
2.124000,-0.028822
2.140000,-0.028285
2.156000,-0.027736
2.172000,-0.027288
2.188000,-0.026641
2.204000,-0.026062
2.220000,-0.024953
2.236000,-0.023430
2.253000,-0.020931
2.269000,-0.019018
2.285000,-0.017774
2.301000,-0.017060
2.317000,-0.016341
2.333000,-0.015577
2.349000,-0.014776
2.365000,-0.013448
2.381000,-0.011214
2.397000,-0.007892
2.413000,-0.004838
2.429000,-0.003114
2.445000,-0.002485
2.461000,-0.002289
2.477000,-0.002145
2.493000,-0.002011
2.509000,-0.001939
2.525000,-0.001904
2.541000,-0.001892
2.557000,-0.001885
2.573000,-0.001889
2.589000,-0.001903
2.605000,-0.001905
2.621000,-0.001917
2.637000,-0.001909
2.653000,-0.001921
2.669000,-0.001904
2.685000,-0.001906
2.701000,-0.001876
2.717000,-0.001867
2.733000,-0.001828
2.749000,-0.001806
2.766000,-0.001758
2.782000,-0.001721
2.798000,-0.001669
2.814000,-0.001621
2.830000,-0.001566
2.846000,-0.001511
2.862000,-0.001453
2.878000,-0.001391
2.894000,-0.001331
2.910000,-0.001266
2.926000,-0.001206
2.942000,-0.001140
2.958000,-0.001082
2.974000,-0.001017
2.990000,-0.000962
3.006000,-0.000901
3.022000,-0.000851
3.038000,-0.000795
3.054000,-0.000746
3.070000,-0.000693
3.086000,-0.000645
3.102000,-0.000596
3.118000,-0.000550
3.134000,-0.000505
3.150000,-0.000459
3.166000,-0.000415
3.182000,-0.000366
3.198000,-0.000320
3.214000,-0.000265
3.230000,-0.000214
3.246000,-0.000154
3.263000,-0.000093
3.279000,-0.000028
3.295000,0.000033
3.311000,0.000101
3.327000,0.000165
3.343000,0.000232
3.359000,0.000294
3.375000,0.000358
3.391000,0.000414
3.407000,0.000472
3.423000,0.000522
3.439000,0.000574
3.455000,0.000618
3.471000,0.000662
3.487000,0.000700
3.503000,0.000736
3.519000,0.000766
3.535000,0.000792
3.551000,0.000814
3.567000,0.000831
3.583000,0.000848
3.599000,0.000860
3.615000,0.000875
3.631000,0.000884
3.647000,0.000897
3.663000,0.000906
3.679000,0.000919
3.695000,0.000929
3.711000,0.000946
3.727000,0.000960
3.743000,0.000979
3.760000,0.000996
3.776000,0.001010
3.792000,0.001021
3.808000,0.001027
3.824000,0.001031
3.840000,0.001026
3.856000,0.001021
3.872000,0.001002
3.888000,0.000984
3.904000,0.000951
3.920000,0.000922
3.936000,0.000879
3.952000,0.000841
3.968000,0.000790
3.984000,0.000745
