xloc,vavg
-6.11297396774952, -0.0005984067891963776
-5.827861417158279, -0.0008571160020641941
-5.547454400035161, 0.0016278138154002739
-5.333598202214563, 0.004357778148043945
-5.223581896245196, -0.006228026465220943
-5.2944250321811195, -0.000820836405442435
-5.06948831024001, -0.02382593643660716
-5.147270167359833, -0.014377204759513387
-5.115080040680177, -0.018129247984958574
-4.911680888583447, -0.05655528343681793
-5.029546275502805, -0.032192097199020206
-5.001429185260166, -0.03806462121400678
-4.9762026370050885, -0.04380709315076915
-4.946465091405787, -0.0491751047933342
-4.7534422438797925, -0.07154705479737794
-4.825368900563271, -0.06429500425322578
-4.77018582625529, -0.057023075031002415
-4.609505698123224, -0.08101163705039233
-4.441023628628727, -0.08929150641062211
-4.286744363300746, -0.09956762587594603
-4.113284280073907, -0.10508386396972
-3.982447440508845, -0.11623802350205603
-4.048207270725857, -0.11092991059685223
-3.8313278457992164, -0.12808934285597687
-3.9010524059045713, -0.1221219881524602
-3.68789425612668, -0.13673167288200488
-3.511737773508365, -0.14606659532845606
-3.2320928825533963, -0.14869356294302633
-2.9664239226125613, -0.14641094772879662
-2.6732290025519703, -0.14418300797768094
-2.388395154356224, -0.14221181901170402
-2.1009345360829386, -0.14273260095601006
-1.8405634665792014, -0.132880875268996
-1.914732236083431, -0.14370968386702485
-1.618340435603928, -0.12715557889701448
-1.3621552715795673, -0.12784539539803802
-1.221224359823191, -0.10750482920792306
-1.3258422715320748, -0.12019923544423147
-1.2890535553267526, -0.11517653449212381
-0.9317160986559472, -0.10790572243771251
-0.7617071943160134, -0.07255776646795692
-0.8751804980168867, -0.09952888921824998
-0.8475889608628968, -0.09287047578803492
-0.8199974237089052, -0.08629600401750481
-0.7970044760805788, -0.08088090455351377
-0.783208707503583, -0.10968295532575609
-0.5948804248362247, -0.06196706431901844
-0.6958355065159445, -0.06815598138243746
-0.3571165408826644, -0.03857063597496839
-0.40021189415175584, -0.05853007950077224
-0.41072295592470454, -0.05054669545383701
-0.39232859782204343, -0.04627135580539697
0.34912633687490846, 0.02439630772676386
0.4511495335960163, -0.006560455755836678
0.37655557086917213, 0.015146859274594415
0.4023076722128991, 0.008413300810675088
0.42162174822069254, 0.0020800458014375647
0.4262203377463578, -0.001971017141581731
0.6607484035552815, -0.009110669243337186
0.7740623659697494, -0.015523631104737076
1.0362998814846023, -0.01894609752065321
1.2560888783010107, -0.022233668247018737
1.379103827943279, -0.030353583545912804
1.6745509646593604, -0.02991549866656225
1.9459331604648664, -0.02644952197898026
2.231097050971062, -0.023756716992117066
2.523177161449677, -0.022582696455861487
2.808289712040917, -0.02299425845575323
3.093402262632159, -0.024134854832702793
3.378793515618895, -0.025811169355706404
3.653077658432231, -0.028456250183806486
3.8604469955131098, -0.03154966912168625
4.08209901065017, -0.033738906123574594
4.162574327349311, -0.03893962141192445
4.388671645694515, -0.04220601885232711
4.4811150864155795, -0.04680917908253815
4.732602346123551, -0.04664784336352218
4.904762473688905, -0.028636555315231627
4.804077566179602, -0.038988439424840884
4.836267692859259, -0.0350095185143431
4.88225358811591, -0.047566270894612225
5.107584474873505, -0.02218900122822237
5.397008203145056, -0.02333665512231567
5.662300607459624, -0.020823680389090493
5.960732322111195, -0.02201763101075098
6.1033143598131225, -0.0002073140185011521
6.044382855387582, -0.012222376359970769
6.064091096211861, -0.007973261045576122
6.110076991468514, -0.024297039139925994
