xloc,vavg
-8.000000,0.000000
-7.968000,0.000000
-7.936000,0.000000
-7.904000,0.000000
-7.872000,0.000000
-7.840000,0.000000
-7.808000,0.000000
-7.776000,0.000000
-7.743000,0.000000
-7.711000,0.000000
-7.679000,0.000000
-7.647000,0.000000
-7.615000,0.000000
-7.583000,0.000000
-7.551000,0.000000
-7.519000,0.000000
-7.487000,0.000000
-7.455000,0.000000
-7.423000,0.000000
-7.391000,0.000000
-7.359000,0.000000
-7.327000,0.000000
-7.295000,0.000000
-7.263000,0.000000
-7.230000,0.000000
-7.198000,0.000000
-7.166000,0.000000
-7.134000,0.000000
-7.102000,0.000000
-7.070000,0.000000
-7.038000,0.000000
-7.006000,0.000000
-6.974000,0.000000
-6.942000,0.000000
-6.910000,0.000004
-6.878000,0.000048
-6.846000,0.000159
-6.814000,0.000259
-6.782000,0.000356
-6.749000,0.000484
-6.717000,0.000553
-6.685000,0.000504
-6.653000,0.000317
-6.621000,0.000085
-6.589000,-0.000040
-6.557000,-0.000069
-6.525000,-0.000128
-6.493000,-0.000355
-6.461000,-0.000693
-6.429000,-0.000930
-6.397000,-0.001090
-6.365000,-0.001312
-6.333000,-0.001562
-6.301000,-0.001747
-6.269000,-0.001956
-6.236000,-0.002318
-6.204000,-0.002545
-6.172000,-0.002589
-6.140000,-0.002541
-6.108000,-0.002735
-6.076000,-0.003210
-6.044000,-0.003579
-6.012000,-0.004112
-5.980000,-0.004538
-5.948000,-0.004571
-5.916000,-0.004653
-5.884000,-0.005139
-5.852000,-0.005517
-5.820000,-0.005697
-5.788000,-0.005986
-5.756000,-0.006302
-5.723000,-0.006331
-5.691000,-0.006245
-5.659000,-0.006190
-5.627000,-0.006458
-5.595000,-0.006850
-5.563000,-0.007068
-5.531000,-0.007282
-5.499000,-0.007564
-5.467000,-0.008113
-5.435000,-0.008610
-5.403000,-0.008781
-5.371000,-0.008970
-5.339000,-0.009455
-5.307000,-0.010053
-5.275000,-0.010357
-5.242000,-0.010832
-5.210000,-0.011335
-5.178000,-0.011540
-5.146000,-0.011526
-5.114000,-0.011494
-5.082000,-0.011410
-5.050000,-0.011251
-5.018000,-0.011185
-4.986000,-0.011137
-4.954000,-0.010979
-4.922000,-0.010766
-4.890000,-0.010477
-4.858000,-0.010163
-4.826000,-0.009754
-4.794000,-0.009298
-4.762000,-0.008750
-4.729000,-0.008124
