xloc,vavg
-4.697000,-0.007533
-4.665000,-0.006582
-4.633000,-0.005979
-4.601000,-0.009598
-4.569000,-0.011439
-4.537000,-0.010040
-4.505000,-0.009090
-4.473000,-0.007864
-4.441000,-0.006093
-4.409000,-0.006806
-4.377000,-0.011214
-4.345000,-0.011619
-4.313000,-0.010040
-4.281000,-0.008288
-4.248000,-0.010389
-4.216000,-0.014051
-4.184000,-0.013893
-4.152000,-0.013028
-4.120000,-0.012263
-4.088000,-0.011821
-4.056000,-0.011542
-4.024000,-0.011327
-3.992000,-0.011133
-3.960000,-0.010947
-3.928000,-0.010778
-3.896000,-0.010639
-3.864000,-0.010523
-3.832000,-0.010414
-3.800000,-0.010313
-3.768000,-0.010221
-3.735000,-0.010139
-3.703000,-0.010079
-3.671000,-0.010036
-3.639000,-0.010005
-3.607000,-0.009984
-3.575000,-0.009970
-3.543000,-0.009963
-3.511000,-0.009959
-3.479000,-0.009956
-3.447000,-0.009959
-3.415000,-0.009973
-3.383000,-0.010004
-3.351000,-0.010057
-3.319000,-0.010137
-3.287000,-0.010241
-3.255000,-0.010363
-3.222000,-0.010502
-3.190000,-0.010664
-3.158000,-0.010851
-3.126000,-0.011068
-3.094000,-0.011319
-3.062000,-0.011601
-3.030000,-0.011912
-2.998000,-0.012250
-2.966000,-0.012615
-2.934000,-0.012998
-2.902000,-0.013395
-2.870000,-0.013809
-2.838000,-0.014240
-2.806000,-0.014690
-2.774000,-0.015157
-2.741000,-0.015638
-2.709000,-0.016113
-2.677000,-0.016600
-2.645000,-0.017125
-2.613000,-0.017710
-2.581000,-0.018385
-2.549000,-0.019178
-2.517000,-0.020098
-2.485000,-0.021141
-2.453000,-0.022291
-2.421000,-0.023534
-2.389000,-0.024840
-2.357000,-0.026177
-2.325000,-0.027519
-2.293000,-0.028864
-2.261000,-0.030169
-2.228000,-0.031398
-2.196000,-0.032440
-2.164000,-0.033318
-2.132000,-0.034031
-2.100000,-0.034584
-2.068000,-0.034995
-2.036000,-0.035293
-2.004000,-0.035526
-1.972000,-0.035719
-1.940000,-0.035890
-1.908000,-0.036020
-1.876000,-0.036137
-1.844000,-0.036242
-1.812000,-0.036369
-1.780000,-0.036463
-1.747000,-0.036552
-1.715000,-0.036625
-1.683000,-0.036727
-1.651000,-0.036829
-1.619000,-0.036965
-1.587000,-0.037132
-1.555000,-0.037356
-1.523000,-0.037651
-1.491000,-0.037999
-1.459000,-0.038414
-1.427000,-0.038850
-1.395000,-0.039335
-1.363000,-0.039773
-1.331000,-0.040179
-1.299000,-0.040465
-1.267000,-0.040687
-1.234000,-0.040800
-1.202000,-0.040962
-1.170000,-0.041219
-1.138000,-0.042424
-1.106000,-0.045460
-1.074000,-0.048121
-1.042000,-0.048735
-1.010000,-0.049164
-0.978000,-0.049760
-0.946000,-0.050296
-0.914000,-0.050798
-0.882000,-0.051168
-0.850000,-0.051529
-0.818000,-0.052952
-0.786000,-0.054850
-0.754000,-0.055576
-0.721000,-0.055144
-0.689000,-0.054465
-0.657000,-0.053731
-0.625000,-0.053115
-0.593000,-0.052728
-0.561000,-0.052706
-0.529000,-0.053081
-0.497000,-0.053891
-0.465000,-0.054981
-0.433000,-0.056223
-0.401000,-0.057418
-0.369000,-0.058480
-0.337000,-0.059104
-0.305000,-0.054389
-0.273000,-0.038078
-0.240000,-0.016991
-0.208000,-0.002564
-0.176000,-0.000001
-0.144000,0.000088
-0.112000,0.000269
-0.080000,0.000404
-0.048000,0.000453
-0.016000,0.000564
0.016000,0.000660
0.048000,0.000616
0.080000,0.000542
0.112000,0.000405
0.144000,0.000104
0.176000,-0.001195
0.208000,-0.014973
0.240000,-0.035916
0.273000,-0.040859
0.305000,-0.040805
0.337000,-0.040673
0.369000,-0.040542
0.401000,-0.040441
0.433000,-0.040385
0.465000,-0.040316
0.497000,-0.040239
0.529000,-0.040141
0.561000,-0.040024
0.593000,-0.039923
0.625000,-0.039847
0.657000,-0.039810
0.689000,-0.039686
0.721000,-0.039636
0.754000,-0.039683
0.786000,-0.039762
0.818000,-0.039828
0.850000,-0.039883
0.882000,-0.039907
0.914000,-0.039912
0.946000,-0.039897
0.978000,-0.039902
1.010000,-0.039926
1.042000,-0.039973
1.074000,-0.040034
1.106000,-0.040097
1.138000,-0.040142
1.170000,-0.040144
1.202000,-0.040106
1.234000,-0.039998
1.267000,-0.039817
1.299000,-0.039552
1.331000,-0.039239
1.363000,-0.038892
1.395000,-0.038551
1.427000,-0.038227
1.459000,-0.037925
1.491000,-0.037632
1.523000,-0.037335
1.555000,-0.036993
1.587000,-0.036551
1.619000,-0.035981
1.651000,-0.035282
1.683000,-0.034453
1.715000,-0.033476
1.747000,-0.032368
1.780000,-0.031122
1.812000,-0.029877
1.844000,-0.028569
1.876000,-0.027186
1.908000,-0.025752
1.940000,-0.024358
1.972000,-0.023071
2.004000,-0.021812
2.036000,-0.020268
2.068000,-0.014987
2.100000,-0.008153
2.132000,-0.006698
2.164000,-0.006639
2.196000,-0.006270
2.228000,-0.005972
2.261000,-0.005697
2.293000,-0.005490
2.325000,-0.005318
2.357000,-0.005178
2.389000,-0.005046
2.421000,-0.004926
2.453000,-0.004808
2.485000,-0.004689
2.517000,-0.004570
2.549000,-0.004455
2.581000,-0.004330
2.613000,-0.004200
2.645000,-0.004062
2.677000,-0.003922
2.709000,-0.003784
2.741000,-0.003650
2.774000,-0.003518
2.806000,-0.003392
2.838000,-0.003268
2.870000,-0.003134
2.902000,-0.002995
2.934000,-0.002852
2.966000,-0.002712
2.998000,-0.002578
3.030000,-0.002457
3.062000,-0.002349
3.094000,-0.002263
3.126000,-0.002199
3.158000,-0.002165
3.190000,-0.002159
3.222000,-0.002189
3.255000,-0.002258
3.287000,-0.002349
3.319000,-0.002449
3.351000,-0.002534
3.383000,-0.002584
3.415000,-0.002587
3.447000,-0.002528
3.479000,-0.002403
3.511000,-0.002218
3.543000,-0.001979
3.575000,-0.001698
3.607000,-0.001386
3.639000,-0.001049
3.671000,-0.000694
3.703000,-0.000331
3.735000,0.000029
3.768000,0.000383
3.800000,0.000690
3.832000,0.000947
3.864000,0.001139
3.896000,0.001269
3.928000,0.001344
3.960000,0.001391
3.992000,0.001424
4.024000,0.001465
4.056000,0.001515
4.088000,0.001576
4.120000,0.001640
4.152000,0.001708
4.184000,0.001779
4.216000,0.001858
4.248000,0.001940
4.281000,0.002024
4.313000,0.002088
4.345000,0.002139
4.377000,0.002172
4.409000,0.002194
4.441000,0.002185
4.473000,0.002155
4.505000,0.002109
4.537000,0.002063
4.569000,0.002023
4.601000,0.001932
4.633000,0.001692
4.665000,0.001417
4.697000,0.001278
4.729000,0.001220
4.762000,0.001134
4.794000,0.001043
4.826000,0.000914
4.858000,0.000770
4.890000,0.000510
4.922000,0.000073
4.954000,-0.000178
4.986000,-0.000404
5.018000,-0.000537
5.050000,-0.000627
5.082000,-0.000725
5.114000,-0.001067
5.146000,-0.001525
5.178000,-0.001657
5.210000,-0.001573
5.242000,-0.001463
5.275000,-0.001356
5.307000,-0.001339
5.339000,-0.001352
5.371000,-0.001327
5.403000,-0.001203
5.435000,-0.000940
5.467000,-0.000722
5.499000,-0.000543
5.531000,-0.000290
5.563000,-0.000101
5.595000,0.000038
5.627000,0.000195
5.659000,0.000352
5.691000,0.000508
5.723000,0.000654
5.756000,0.000785
5.788000,0.000891
5.820000,0.000980
5.852000,0.001059
5.884000,0.001136
5.916000,0.001217
5.948000,0.001284
5.980000,0.001893
6.012000,0.003108
6.044000,0.003815
6.076000,0.003912
6.108000,0.003915
6.140000,0.003338
6.172000,-0.000332
6.204000,-0.005733
6.236000,-0.008274
6.269000,-0.008084
6.301000,-0.005292
6.333000,-0.001501
6.365000,0.000447
6.397000,0.000504
6.429000,-0.000114
6.461000,-0.000644
6.493000,-0.000905
6.525000,-0.000995
6.557000,-0.001000
6.589000,-0.000944
6.621000,-0.000786
6.653000,-0.000512
6.685000,-0.000458
6.717000,-0.000492
6.749000,-0.000149
6.782000,0.000090
6.814000,0.000086
6.846000,0.000080
6.878000,0.000057
6.910000,0.000013
6.942000,0.000001
6.974000,0.000000
7.006000,0.000000
7.038000,0.000000
7.070000,0.000000
7.102000,0.000000
7.134000,0.000000
7.166000,0.000000
7.198000,0.000000
7.230000,0.000000
7.263000,0.000000
7.295000,0.000000
7.327000,0.000000
7.359000,0.000000
7.391000,0.000000
7.423000,0.000000
7.455000,0.000000
7.487000,0.000000
7.519000,0.000000
7.551000,0.000000
7.583000,0.000000
7.615000,0.000000
7.647000,0.000000
7.679000,0.000000
7.711000,0.000000
7.743000,0.000000
7.776000,0.000000
7.808000,0.000000
7.840000,0.000000
7.872000,0.000000
7.904000,0.000000
7.936000,0.000000
7.968000,0.000000
