-0.09833,-0.10244,-0.10584,-0.11152,-0.11331,-0.11271,-0.11165,-0.10954,-0.10754,-0.09875,-0.09395,-0.08831
1.049999999999999961e-01,3.276262788726079833e+01
1.150000000000000050e-01,3.046042051422924146e+01
1.250000000000000000e-01,8.703228703872166250e+01
1.499999999999999944e-01,3.618680609342932541e+01
1.600000000000000033e-01,2.656914555814354628e+01
1.700000000000000122e-01,3.033232750504987862e+01
2.000000000000000111e-01,3.073326302148821654e+01
2.099999999999999922e-01,3.202218680152994779e+01
2.200000000000000011e-01,2.997658856740551059e+01
2.449999999999999956e-01,3.701165015747376685e+01
2.550000000000000044e-01,4.049302482823666338e+01
2.650000000000000133e-01,2.553920857335453931e+01
