-0.09833,-0.10244,-0.10584,-0.11152,-0.11331,-0.11271,-0.11165,-0.10954,-0.10754,-0.09875,-0.09395,-0.08831
1.049999999999999961e-01,6.249841702307801938e+01
1.150000000000000050e-01,7.513941732699490217e+01
1.250000000000000000e-01,5.451613752072896659e+02
1.499999999999999944e-01,1.047000735429743514e+02
1.600000000000000033e-01,4.618000298506918000e+01
1.700000000000000122e-01,4.561071188432519108e+01
2.000000000000000111e-01,9.770250849074983535e+01
2.099999999999999922e-01,6.515034681743767919e+01
2.200000000000000011e-01,6.676367801957505321e+01
2.449999999999999956e-01,1.237845721256811373e+02
2.550000000000000044e-01,2.584069298694847703e+02
2.650000000000000133e-01,1.495284203488961623e+02
