Distance on line [m], x-coordinate [m], y-coordinate [m], Velocity magnitude [m/s]
0,0.08822340698,0.1233250138,NaN
0.0003698534211,0.08822403921,0.1229551609,0.006509350457
0.0007397068422,0.08822467143,0.122585308,0.006452778089
0.001109560263,0.08822530366,0.1222154551,0.006396249267
0.001479413684,0.08822593589,0.1218456023,0.00633976399
0.001849267106,0.08822656811,0.1214757494,0.006283322259
0.002219120527,0.08822720034,0.1211058965,0.006226924074
0.002588973948,0.08822783257,0.1207360436,0.006170569435
0.002958827369,0.0882284648,0.1203661907,0.006114258341
0.00332868079,0.08822909702,0.1199963379,0.006057990794
0.003698534211,0.08822972925,0.119626485,0.006007482809
0.004068387632,0.08823036148,0.1192566321,0.006245867771
0.004438241053,0.0882309937,0.1188867792,0.006640678739
0.004808094474,0.08823162593,0.1185169263,0.007028109141
0.005177947896,0.08823225816,0.1181470735,0.007415509405
0.005547801317,0.08823289039,0.1177772206,0.007802879531
0.005917654738,0.08823352261,0.1174073677,0.00819021952
0.006287508159,0.08823415484,0.1170375148,0.008577529371
0.00665736158,0.08823478707,0.1166676619,0.008964809084
0.007027215001,0.08823541929,0.116297809,0.00935205866
0.007397068422,0.08823605152,0.1159279562,0.009735814135
0.007766921843,0.08823668375,0.1155581033,0.0101920402
0.008136775264,0.08823731598,0.1151882504,0.01085594393
0.008506628685,0.0882379482,0.1148183975,0.01152488772
0.008876482107,0.08823858043,0.1144485446,0.0121937363
0.009246335528,0.08823921266,0.1140786918,0.01286248967
0.009616188949,0.08823984488,0.1137088389,0.01353114783
0.00998604237,0.08824047711,0.113338986,0.01419971078
0.01035589579,0.08824110934,0.1129691331,0.01486817851
0.01072574921,0.08824174157,0.1125992802,0.01553655104
0.01109560263,0.08824237379,0.1122294274,0.01620482835
0.01146545605,0.08824300602,0.1118595745,0.01686377654
0.01183530948,0.08824363825,0.1114897216,0.01731503586
0.0122051629,0.08824427047,0.1111198687,0.01766854987
0.01257501632,0.0882449027,0.1107500158,0.01802514902
0.01294486974,0.08824553493,0.110380163,0.01838179018
0.01331472316,0.08824616716,0.1100103101,0.01873847335
0.01368457658,0.08824679938,0.1096404572,0.01909519854
0.01405443,0.08824743161,0.1092706043,0.01945196573
0.01442428342,0.08824806384,0.1089007514,0.01980877493
0.01479413684,0.08824869606,0.1085308986,0.02016562615
0.01516399027,0.08824932829,0.1081610457,0.02052679975
0.01553384369,0.08824996052,0.1077911928,0.02080676667
0.01590369711,0.08825059275,0.1074213399,0.02086688923
0.01627355053,0.08825122497,0.107051487,0.02092973067
0.01664340395,0.0882518572,0.1066816342,0.02099258156
0.01701325737,0.08825248943,0.1063117813,0.02105544191
0.01738311079,0.08825312165,0.1059419284,0.02111831171
0.01775296421,0.08825375388,0.1055720755,0.02118119096
0.01812281763,0.08825438611,0.1052022226,0.02124407967
0.01849267106,0.08825501834,0.1048323697,0.02130697784
0.01886252448,0.08825565056,0.1044625169,0.02136988546
0.0192323779,0.08825628279,0.104092664,0.02143121336
0.01960223132,0.08825691502,0.1037228111,0.02146325862
0.01997208474,0.08825754724,0.1033529582,0.02148413589
0.02034193816,0.08825817947,0.1029831053,0.02150513376
0.02071179158,0.0882588117,0.1026132525,0.0215261308
0.021081645,0.08825944393,0.1022433996,0.02154712699
0.02145149842,0.08826007615,0.1018735467,0.02156812234
0.02182135185,0.08826070838,0.1015036938,0.02158911686
0.02219120527,0.08826134061,0.1011338409,0.02161011053
0.02256105869,0.08826197283,0.1007639881,0.02163110337
0.02293091211,0.08826260506,0.1003941352,0.02165150569
0.02330076553,0.08826323729,0.1000242823,0.02168501392
0.02367061895,0.08826386952,0.09965442942,0.02175151771
0.02404047237,0.08826450174,0.09928457654,0.02181676081
0.02441032579,0.08826513397,0.09891472365,0.0218820125
0.02478017921,0.0882657662,0.09854487077,0.02194727278
0.02515003264,0.08826639842,0.09817501789,0.02201254166
0.02551988606,0.08826703065,0.09780516501,0.02207781914
0.02588973948,0.08826766288,0.09743531213,0.02214310521
0.0262595929,0.08826829511,0.09706545925,0.02220839988
0.02662944632,0.08826892733,0.09669560637,0.02227370314
0.02699929974,0.08826955956,0.09632575349,0.02234052948
0.02736915316,0.08827019179,0.09595590061,0.0224387876
0.02773900658,0.08827082401,0.09558604773,0.02254616475
0.02810886,0.08827145624,0.09521619485,0.02265354727
0.02847871343,0.08827208847,0.09484634197,0.02276093516
0.02884856685,0.0882727207,0.09447648909,0.02286832842
0.02921842027,0.08827335292,0.09410663621,0.02297572705
0.02958827369,0.08827398515,0.09373678332,0.02308313106
0.02995812711,0.08827461738,0.09336693044,0.02319054043
0.03032798053,0.0882752496,0.09299707756,0.02329795518
0.03069783395,0.08827588183,0.09262722468,0.0234048299
0.03106768737,0.08827651406,0.0922573718,0.02353113384
0.03143754079,0.08827714629,0.09188751892,0.0237015885
